code_insee,nom_commune,dep,epci_nom,indicateur,valeur_commune,moyenne_idf,ecart_pct
75056,Paris,75,Métropole du Grand Paris,Cardiologues,15.85,6.28,152.3
77001,Achères-la-Forêt,77,CA du Pays de Fontainebleau,Cardiologues,4.82,6.28,-23.3
77002,Amillis,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77003,Amponville,77,CC Pays de Nemours,Cardiologues,4.82,6.28,-23.3
77004,Andrezel,77,CC Brie des Rivières et Châteaux,Cardiologues,4.82,6.28,-23.3
77005,Annet-sur-Marne,77,CC Plaines et Monts de France,Cardiologues,4.82,6.28,-23.3
77006,Arbonne-la-Forêt,77,CA du Pays de Fontainebleau,Cardiologues,4.82,6.28,-23.3
77007,Argentières,77,CC Brie des Rivières et Châteaux,Cardiologues,4.82,6.28,-23.3
77008,Armentières-en-Brie,77,CC du Pays de l'Ourcq,Cardiologues,4.82,6.28,-23.3
77009,Arville,77,CC Gâtinais Val de Loing,Cardiologues,4.82,6.28,-23.3
77010,Aubepierre-Ozouer-le-Repos,77,CC Brie Nangissienne,Cardiologues,4.82,6.28,-23.3
77011,Aufferville,77,CC Gâtinais Val de Loing,Cardiologues,4.82,6.28,-23.3
77012,Augers-en-Brie,77,CC du Provinois,Cardiologues,4.82,6.28,-23.3
77013,Aulnoy,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77014,Avon,77,CA du Pays de Fontainebleau,Cardiologues,4.82,6.28,-23.3
77015,Baby,77,CC Bassée-Montois,Cardiologues,4.82,6.28,-23.3
77016,Bagneaux-sur-Loing,77,CC Pays de Nemours,Cardiologues,4.82,6.28,-23.3
77018,Bailly-Romainvilliers,77,CA Val d'Europe Agglomération,Cardiologues,4.82,6.28,-23.3
77019,Balloy,77,CC Bassée-Montois,Cardiologues,4.82,6.28,-23.3
77020,Bannost-Villegagnon,77,CC du Provinois,Cardiologues,4.82,6.28,-23.3
77021,Barbey,77,CC Pays de Montereau,Cardiologues,4.82,6.28,-23.3
77022,Barbizon,77,CA du Pays de Fontainebleau,Cardiologues,4.82,6.28,-23.3
77023,Barcy,77,CA du Pays de Meaux,Cardiologues,4.82,6.28,-23.3
77024,Bassevelle,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77025,Bazoches-lès-Bray,77,CC Bassée-Montois,Cardiologues,4.82,6.28,-23.3
77026,Beauchery-Saint-Martin,77,CC du Provinois,Cardiologues,4.82,6.28,-23.3
77027,Beaumont-du-Gâtinais,77,CC Gâtinais Val de Loing,Cardiologues,4.82,6.28,-23.3
77029,Beauvoir,77,CC Brie des Rivières et Châteaux,Cardiologues,4.82,6.28,-23.3
77030,Bellot,77,CC des Deux Morin,Cardiologues,4.82,6.28,-23.3
77031,Bernay-Vilbert,77,CC Val Briard,Cardiologues,4.82,6.28,-23.3
77032,Beton-Bazoches,77,CC du Provinois,Cardiologues,4.82,6.28,-23.3
77033,Bezalles,77,CC du Provinois,Cardiologues,4.82,6.28,-23.3
77034,Blandy,77,CC Brie des Rivières et Châteaux,Cardiologues,4.82,6.28,-23.3
77035,Blennes,77,CC Pays de Montereau,Cardiologues,4.82,6.28,-23.3
77036,Boisdon,77,CC du Provinois,Cardiologues,4.82,6.28,-23.3
77037,Bois-le-Roi,77,CA du Pays de Fontainebleau,Cardiologues,4.82,6.28,-23.3
77038,Boissettes,77,CA Melun Val de Seine,Cardiologues,4.82,6.28,-23.3
77039,Boissise-la-Bertrand,77,CA Melun Val de Seine,Cardiologues,4.82,6.28,-23.3
77040,Boissise-le-Roi,77,CA Melun Val de Seine,Cardiologues,4.82,6.28,-23.3
77041,Boissy-aux-Cailles,77,CA du Pays de Fontainebleau,Cardiologues,4.82,6.28,-23.3
77042,Boissy-le-Châtel,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77043,Boitron,77,CC des Deux Morin,Cardiologues,4.82,6.28,-23.3
77044,Bombon,77,CC Brie des Rivières et Châteaux,Cardiologues,4.82,6.28,-23.3
77045,Bougligny,77,CC Gâtinais Val de Loing,Cardiologues,4.82,6.28,-23.3
77046,Boulancourt,77,CC Pays de Nemours,Cardiologues,4.82,6.28,-23.3
77047,Bouleurs,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77048,Bourron-Marlotte,77,CA du Pays de Fontainebleau,Cardiologues,4.82,6.28,-23.3
77049,Boutigny,77,CA du Pays de Meaux,Cardiologues,4.82,6.28,-23.3
77050,Bransles,77,CC Gâtinais Val de Loing,Cardiologues,4.82,6.28,-23.3
77051,Bray-sur-Seine,77,CC Bassée-Montois,Cardiologues,4.82,6.28,-23.3
77052,Bréau,77,CC Brie Nangissienne,Cardiologues,4.82,6.28,-23.3
77053,Brie-Comte-Robert,77,CC l'Orée de la Brie,Cardiologues,4.82,6.28,-23.3
77054,La Brosse-Montceaux,77,CC Pays de Montereau,Cardiologues,4.82,6.28,-23.3
77055,Brou-sur-Chantereine,77,CA Paris - Vallée de la Marne,Cardiologues,4.82,6.28,-23.3
77056,Burcy,77,CC Pays de Nemours,Cardiologues,4.82,6.28,-23.3
77057,Bussières,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77058,Bussy-Saint-Georges,77,CA Marne et Gondoire,Cardiologues,4.82,6.28,-23.3
77059,Bussy-Saint-Martin,77,CA Marne et Gondoire,Cardiologues,4.82,6.28,-23.3
77060,Buthiers,77,CC Pays de Nemours,Cardiologues,4.82,6.28,-23.3
77061,Cannes-Écluse,77,CC Pays de Montereau,Cardiologues,4.82,6.28,-23.3
77062,Carnetin,77,CA Marne et Gondoire,Cardiologues,4.82,6.28,-23.3
77063,La Celle-sur-Morin,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77065,Cély,77,CA du Pays de Fontainebleau,Cardiologues,4.82,6.28,-23.3
77066,Cerneux,77,CC du Provinois,Cardiologues,4.82,6.28,-23.3
77067,Cesson,77,CA Grand Paris Sud Seine Essonne Sénart,Cardiologues,4.82,6.28,-23.3
77068,Cessoy-en-Montois,77,CC Bassée-Montois,Cardiologues,4.82,6.28,-23.3
77069,Chailly-en-Bière,77,CA du Pays de Fontainebleau,Cardiologues,4.82,6.28,-23.3
77070,Chailly-en-Brie,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77071,Chaintreaux,77,CC Gâtinais Val de Loing,Cardiologues,4.82,6.28,-23.3
77072,Chalautre-la-Grande,77,CC du Provinois,Cardiologues,4.82,6.28,-23.3
77073,Chalautre-la-Petite,77,CC du Provinois,Cardiologues,4.82,6.28,-23.3
77075,Chalifert,77,CA Marne et Gondoire,Cardiologues,4.82,6.28,-23.3
77076,Chalmaison,77,CC Bassée-Montois,Cardiologues,4.82,6.28,-23.3
77077,Chambry,77,CA du Pays de Meaux,Cardiologues,4.82,6.28,-23.3
77078,Chamigny,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77079,Champagne-sur-Seine,77,CC Moret Seine et Loing,Cardiologues,4.82,6.28,-23.3
77080,Champcenest,77,CC du Provinois,Cardiologues,4.82,6.28,-23.3
77081,Champdeuil,77,CC Brie des Rivières et Châteaux,Cardiologues,4.82,6.28,-23.3
77082,Champeaux,77,CC Brie des Rivières et Châteaux,Cardiologues,4.82,6.28,-23.3
77083,Champs-sur-Marne,77,CA Paris - Vallée de la Marne,Cardiologues,4.82,6.28,-23.3
77084,Changis-sur-Marne,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77085,Chanteloup-en-Brie,77,CA Marne et Gondoire,Cardiologues,4.82,6.28,-23.3
77086,La Chapelle-Gauthier,77,CC Brie Nangissienne,Cardiologues,4.82,6.28,-23.3
77087,La Chapelle-Iger,77,CC Val Briard,Cardiologues,4.82,6.28,-23.3
77088,La Chapelle-la-Reine,77,CA du Pays de Fontainebleau,Cardiologues,4.82,6.28,-23.3
77089,La Chapelle-Rablais,77,CC Brie Nangissienne,Cardiologues,4.82,6.28,-23.3
77090,La Chapelle-Saint-Sulpice,77,CC du Provinois,Cardiologues,4.82,6.28,-23.3
77091,Les Chapelles-Bourbon,77,CC Val Briard,Cardiologues,4.82,6.28,-23.3
77093,La Chapelle-Moutils,77,CC des Deux Morin,Cardiologues,4.82,6.28,-23.3
77094,Charmentray,77,CC Plaines et Monts de France,Cardiologues,4.82,6.28,-23.3
77095,Charny,77,CC Plaines et Monts de France,Cardiologues,4.82,6.28,-23.3
77096,Chartrettes,77,CA du Pays de Fontainebleau,Cardiologues,4.82,6.28,-23.3
77097,Chartronges,77,CC des Deux Morin,Cardiologues,4.82,6.28,-23.3
77098,Châteaubleau,77,CC Brie Nangissienne,Cardiologues,4.82,6.28,-23.3
77099,Château-Landon,77,CC Gâtinais Val de Loing,Cardiologues,4.82,6.28,-23.3
77100,Le Châtelet-en-Brie,77,CC Brie des Rivières et Châteaux,Cardiologues,4.82,6.28,-23.3
77101,Châtenay-sur-Seine,77,CC Bassée-Montois,Cardiologues,4.82,6.28,-23.3
77102,Châtenoy,77,CC Pays de Nemours,Cardiologues,4.82,6.28,-23.3
77103,Châtillon-la-Borde,77,CC Brie des Rivières et Châteaux,Cardiologues,4.82,6.28,-23.3
77104,Châtres,77,CC Val Briard,Cardiologues,4.82,6.28,-23.3
77106,Chauffry,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77107,Chaumes-en-Brie,77,CC Brie des Rivières et Châteaux,Cardiologues,4.82,6.28,-23.3
77108,Chelles,77,CA Paris - Vallée de la Marne,Cardiologues,4.82,6.28,-23.3
77109,Chenoise-Cucharmoy,77,CC du Provinois,Cardiologues,4.82,6.28,-23.3
77110,Chenou,77,CC Gâtinais Val de Loing,Cardiologues,4.82,6.28,-23.3
77111,Chessy,77,CA Val d'Europe Agglomération,Cardiologues,4.82,6.28,-23.3
77112,Chevrainvilliers,77,CC Pays de Nemours,Cardiologues,4.82,6.28,-23.3
77113,Chevru,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77114,Chevry-Cossigny,77,CC l'Orée de la Brie,Cardiologues,4.82,6.28,-23.3
77115,Chevry-en-Sereine,77,CC Pays de Montereau,Cardiologues,4.82,6.28,-23.3
77116,Choisy-en-Brie,77,CC des Deux Morin,Cardiologues,4.82,6.28,-23.3
77117,Citry,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77118,Claye-Souilly,77,CA Roissy Pays de France,Cardiologues,4.82,6.28,-23.3
77119,Clos-Fontaine,77,CC Brie Nangissienne,Cardiologues,4.82,6.28,-23.3
77120,Cocherel,77,CC du Pays de l'Ourcq,Cardiologues,4.82,6.28,-23.3
77121,Collégien,77,CA Marne et Gondoire,Cardiologues,4.82,6.28,-23.3
77122,Combs-la-Ville,77,CA Grand Paris Sud Seine Essonne Sénart,Cardiologues,4.82,6.28,-23.3
77123,Compans,77,CA Roissy Pays de France,Cardiologues,4.82,6.28,-23.3
77124,Conches-sur-Gondoire,77,CA Marne et Gondoire,Cardiologues,4.82,6.28,-23.3
77125,Condé-Sainte-Libiaire,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77126,Congis-sur-Thérouanne,77,CC du Pays de l'Ourcq,Cardiologues,4.82,6.28,-23.3
77127,Coubert,77,CC Brie des Rivières et Châteaux,Cardiologues,4.82,6.28,-23.3
77128,Couilly-Pont-aux-Dames,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77129,Coulombs-en-Valois,77,CC du Pays de l'Ourcq,Cardiologues,4.82,6.28,-23.3
77130,Coulommes,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77131,Coulommiers,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77132,Coupvray,77,CA Val d'Europe Agglomération,Cardiologues,4.82,6.28,-23.3
77133,Courcelles-en-Bassée,77,CC Pays de Montereau,Cardiologues,4.82,6.28,-23.3
77134,Courchamp,77,CC du Provinois,Cardiologues,4.82,6.28,-23.3
77135,Courpalay,77,CC Val Briard,Cardiologues,4.82,6.28,-23.3
77136,Courquetaine,77,CC Brie des Rivières et Châteaux,Cardiologues,4.82,6.28,-23.3
77137,Courtacon,77,CC du Provinois,Cardiologues,4.82,6.28,-23.3
77138,Courtomer,77,CC Val Briard,Cardiologues,4.82,6.28,-23.3
77139,Courtry,77,CA Paris - Vallée de la Marne,Cardiologues,4.82,6.28,-23.3
77140,Coutençon,77,CC Bassée-Montois,Cardiologues,4.82,6.28,-23.3
77141,Coutevroult,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77142,Crécy-la-Chapelle,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77143,Crégy-lès-Meaux,77,CA du Pays de Meaux,Cardiologues,4.82,6.28,-23.3
77144,Crèvecœur-en-Brie,77,CC Val Briard,Cardiologues,4.82,6.28,-23.3
77145,Crisenoy,77,CC Brie des Rivières et Châteaux,Cardiologues,4.82,6.28,-23.3
77146,Croissy-Beaubourg,77,CA Paris - Vallée de la Marne,Cardiologues,4.82,6.28,-23.3
77147,La Croix-en-Brie,77,CC Brie Nangissienne,Cardiologues,4.82,6.28,-23.3
77148,Crouy-sur-Ourcq,77,CC du Pays de l'Ourcq,Cardiologues,4.82,6.28,-23.3
77150,Cuisy,77,CC Plaines et Monts de France,Cardiologues,4.82,6.28,-23.3
77151,Dagny,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77152,Dammarie-les-Lys,77,CA Melun Val de Seine,Cardiologues,4.82,6.28,-23.3
77153,Dammartin-en-Goële,77,CA Roissy Pays de France,Cardiologues,4.82,6.28,-23.3
77154,Dammartin-sur-Tigeaux,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77155,Dampmart,77,CA Marne et Gondoire,Cardiologues,4.82,6.28,-23.3
77156,Darvault,77,CC Pays de Nemours,Cardiologues,4.82,6.28,-23.3
77157,Dhuisy,77,CC du Pays de l'Ourcq,Cardiologues,4.82,6.28,-23.3
77158,Diant,77,CC Pays de Montereau,Cardiologues,4.82,6.28,-23.3
77159,Donnemarie-Dontilly,77,CC Bassée-Montois,Cardiologues,4.82,6.28,-23.3
77161,Dormelles,77,CC Moret Seine et Loing,Cardiologues,4.82,6.28,-23.3
77162,Doue,77,CC des Deux Morin,Cardiologues,4.82,6.28,-23.3
77163,Douy-la-Ramée,77,CC du Pays de l'Ourcq,Cardiologues,4.82,6.28,-23.3
77164,Échouboulains,77,CC Brie des Rivières et Châteaux,Cardiologues,4.82,6.28,-23.3
77165,Les Écrennes,77,CC Brie des Rivières et Châteaux,Cardiologues,4.82,6.28,-23.3
77167,Égligny,77,CC Bassée-Montois,Cardiologues,4.82,6.28,-23.3
77168,Égreville,77,CC Gâtinais Val de Loing,Cardiologues,4.82,6.28,-23.3
77169,Émerainville,77,CA Paris - Vallée de la Marne,Cardiologues,4.82,6.28,-23.3
77171,Esbly,77,CA Val d'Europe Agglomération,Cardiologues,4.82,6.28,-23.3
77172,Esmans,77,CC Pays de Montereau,Cardiologues,4.82,6.28,-23.3
77173,Étrépilly,77,CC du Pays de l'Ourcq,Cardiologues,4.82,6.28,-23.3
77174,Everly,77,CC Bassée-Montois,Cardiologues,4.82,6.28,-23.3
77175,Évry-Grégy-sur-Yerre,77,CC Brie des Rivières et Châteaux,Cardiologues,4.82,6.28,-23.3
77176,Faremoutiers,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77177,Favières,77,CC Val Briard,Cardiologues,4.82,6.28,-23.3
77178,Faÿ-lès-Nemours,77,CC Pays de Nemours,Cardiologues,4.82,6.28,-23.3
77179,Féricy,77,CC Brie des Rivières et Châteaux,Cardiologues,4.82,6.28,-23.3
77180,Férolles-Attilly,77,CC Les Portes Briardes Entre Villes et Forêts,Cardiologues,4.82,6.28,-23.3
77181,Ferrières-en-Brie,77,CA Marne et Gondoire,Cardiologues,4.82,6.28,-23.3
77182,La Ferté-Gaucher,77,CC des Deux Morin,Cardiologues,4.82,6.28,-23.3
77183,La Ferté-sous-Jouarre,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77184,Flagy,77,CC Moret Seine et Loing,Cardiologues,4.82,6.28,-23.3
77185,Fleury-en-Bière,77,CA du Pays de Fontainebleau,Cardiologues,4.82,6.28,-23.3
77186,Fontainebleau,77,CA du Pays de Fontainebleau,Cardiologues,4.82,6.28,-23.3
77187,Fontaine-Fourches,77,CC Bassée-Montois,Cardiologues,4.82,6.28,-23.3
77188,Fontaine-le-Port,77,CC Brie des Rivières et Châteaux,Cardiologues,4.82,6.28,-23.3
77190,Fontains,77,CC Brie Nangissienne,Cardiologues,4.82,6.28,-23.3
77191,Fontenailles,77,CC Brie Nangissienne,Cardiologues,4.82,6.28,-23.3
77192,Fontenay-Trésigny,77,CC Val Briard,Cardiologues,4.82,6.28,-23.3
77193,Forfry,77,CA du Pays de Meaux,Cardiologues,4.82,6.28,-23.3
77194,Forges,77,CC Pays de Montereau,Cardiologues,4.82,6.28,-23.3
77195,Fouju,77,CC Brie des Rivières et Châteaux,Cardiologues,4.82,6.28,-23.3
77196,Fresnes-sur-Marne,77,CC Plaines et Monts de France,Cardiologues,4.82,6.28,-23.3
77197,Frétoy,77,CC du Provinois,Cardiologues,4.82,6.28,-23.3
77198,Fromont,77,CC Pays de Nemours,Cardiologues,4.82,6.28,-23.3
77199,Fublaines,77,CA du Pays de Meaux,Cardiologues,4.82,6.28,-23.3
77200,Garentreville,77,CC Pays de Nemours,Cardiologues,4.82,6.28,-23.3
77201,Gastins,77,CC Brie Nangissienne,Cardiologues,4.82,6.28,-23.3
77202,La Genevraye,77,CC Moret Seine et Loing,Cardiologues,4.82,6.28,-23.3
77203,Germigny-l'Évêque,77,CA du Pays de Meaux,Cardiologues,4.82,6.28,-23.3
77204,Germigny-sous-Coulombs,77,CC du Pays de l'Ourcq,Cardiologues,4.82,6.28,-23.3
77205,Gesvres-le-Chapitre,77,CA du Pays de Meaux,Cardiologues,4.82,6.28,-23.3
77206,Giremoutiers,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77207,Gironville,77,CC Gâtinais Val de Loing,Cardiologues,4.82,6.28,-23.3
77208,Gouaix,77,CC Bassée-Montois,Cardiologues,4.82,6.28,-23.3
77209,Gouvernes,77,CA Marne et Gondoire,Cardiologues,4.82,6.28,-23.3
77210,La Grande-Paroisse,77,CC Pays de Montereau,Cardiologues,4.82,6.28,-23.3
77211,Grandpuits-Bailly-Carrois,77,CC Brie Nangissienne,Cardiologues,4.82,6.28,-23.3
77212,Gravon,77,CC Bassée-Montois,Cardiologues,4.82,6.28,-23.3
77214,Gressy,77,CA Roissy Pays de France,Cardiologues,4.82,6.28,-23.3
77215,Gretz-Armainvilliers,77,CC Les Portes Briardes Entre Villes et Forêts,Cardiologues,4.82,6.28,-23.3
77216,Grez-sur-Loing,77,CC Pays de Nemours,Cardiologues,4.82,6.28,-23.3
77217,Grisy-Suisnes,77,CC Brie des Rivières et Châteaux,Cardiologues,4.82,6.28,-23.3
77218,Grisy-sur-Seine,77,CC Bassée-Montois,Cardiologues,4.82,6.28,-23.3
77219,Guérard,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77220,Guercheville,77,CC Pays de Nemours,Cardiologues,4.82,6.28,-23.3
77221,Guermantes,77,CA Marne et Gondoire,Cardiologues,4.82,6.28,-23.3
77222,Guignes,77,CC Brie des Rivières et Châteaux,Cardiologues,4.82,6.28,-23.3
77223,Gurcy-le-Châtel,77,CC Bassée-Montois,Cardiologues,4.82,6.28,-23.3
77224,Hautefeuille,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77225,La Haute-Maison,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77226,Héricy,77,CA du Pays de Fontainebleau,Cardiologues,4.82,6.28,-23.3
77227,Hermé,77,CC Bassée-Montois,Cardiologues,4.82,6.28,-23.3
77228,Hondevilliers,77,CC des Deux Morin,Cardiologues,4.82,6.28,-23.3
77229,La Houssaye-en-Brie,77,CC Val Briard,Cardiologues,4.82,6.28,-23.3
77230,Ichy,77,CC Gâtinais Val de Loing,Cardiologues,4.82,6.28,-23.3
77231,Isles-les-Meldeuses,77,CC du Pays de l'Ourcq,Cardiologues,4.82,6.28,-23.3
77232,Isles-lès-Villenoy,77,CA du Pays de Meaux,Cardiologues,4.82,6.28,-23.3
77233,Iverny,77,CC Plaines et Monts de France,Cardiologues,4.82,6.28,-23.3
77234,Jablines,77,CA Marne et Gondoire,Cardiologues,4.82,6.28,-23.3
77235,Jaignes,77,CC du Pays de l'Ourcq,Cardiologues,4.82,6.28,-23.3
77236,Jaulnes,77,CC Bassée-Montois,Cardiologues,4.82,6.28,-23.3
77237,Jossigny,77,CA Marne et Gondoire,Cardiologues,4.82,6.28,-23.3
77238,Jouarre,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77239,Jouy-le-Châtel,77,CC du Provinois,Cardiologues,4.82,6.28,-23.3
77240,Jouy-sur-Morin,77,CC des Deux Morin,Cardiologues,4.82,6.28,-23.3
77241,Juilly,77,CA Roissy Pays de France,Cardiologues,4.82,6.28,-23.3
77242,Jutigny,77,CC Bassée-Montois,Cardiologues,4.82,6.28,-23.3
77243,Lagny-sur-Marne,77,CA Marne et Gondoire,Cardiologues,4.82,6.28,-23.3
77244,Larchant,77,CC Pays de Nemours,Cardiologues,4.82,6.28,-23.3
77245,Laval-en-Brie,77,CC Pays de Montereau,Cardiologues,4.82,6.28,-23.3
77246,Léchelle,77,CC du Provinois,Cardiologues,4.82,6.28,-23.3
77247,Lescherolles,77,CC des Deux Morin,Cardiologues,4.82,6.28,-23.3
77248,Lesches,77,CA Marne et Gondoire,Cardiologues,4.82,6.28,-23.3
77249,Lésigny,77,CC Les Portes Briardes Entre Villes et Forêts,Cardiologues,4.82,6.28,-23.3
77250,Leudon-en-Brie,77,CC des Deux Morin,Cardiologues,4.82,6.28,-23.3
77251,Lieusaint,77,CA Grand Paris Sud Seine Essonne Sénart,Cardiologues,4.82,6.28,-23.3
77252,Limoges-Fourches,77,CA Melun Val de Seine,Cardiologues,4.82,6.28,-23.3
77253,Lissy,77,CA Melun Val de Seine,Cardiologues,4.82,6.28,-23.3
77254,Liverdy-en-Brie,77,CC Val Briard,Cardiologues,4.82,6.28,-23.3
77255,Livry-sur-Seine,77,CA Melun Val de Seine,Cardiologues,4.82,6.28,-23.3
77256,Lizines,77,CC Bassée-Montois,Cardiologues,4.82,6.28,-23.3
77257,Lizy-sur-Ourcq,77,CC du Pays de l'Ourcq,Cardiologues,4.82,6.28,-23.3
77258,Lognes,77,CA Paris - Vallée de la Marne,Cardiologues,4.82,6.28,-23.3
77259,Longperrier,77,CA Roissy Pays de France,Cardiologues,4.82,6.28,-23.3
77260,Longueville,77,CC du Provinois,Cardiologues,4.82,6.28,-23.3
77261,Lorrez-le-Bocage-Préaux,77,CC Gâtinais Val de Loing,Cardiologues,4.82,6.28,-23.3
77262,Louan-Villegruis-Fontaine,77,CC du Provinois,Cardiologues,4.82,6.28,-23.3
77263,Luisetaines,77,CC Bassée-Montois,Cardiologues,4.82,6.28,-23.3
77264,Lumigny-Nesles-Ormeaux,77,CC Val Briard,Cardiologues,4.82,6.28,-23.3
77265,Luzancy,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77266,Machault,77,CC Brie des Rivières et Châteaux,Cardiologues,4.82,6.28,-23.3
77267,La Madeleine-sur-Loing,77,CC Gâtinais Val de Loing,Cardiologues,4.82,6.28,-23.3
77268,Magny-le-Hongre,77,CA Val d'Europe Agglomération,Cardiologues,4.82,6.28,-23.3
77269,Maincy,77,CA Melun Val de Seine,Cardiologues,4.82,6.28,-23.3
77270,Maisoncelles-en-Brie,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77271,Maisoncelles-en-Gâtinais,77,CC Gâtinais Val de Loing,Cardiologues,4.82,6.28,-23.3
77272,Maison-Rouge,77,CC du Provinois,Cardiologues,4.82,6.28,-23.3
77273,Marchémoret,77,CC Plaines et Monts de France,Cardiologues,4.82,6.28,-23.3
77274,Marcilly,77,CC du Pays de l'Ourcq,Cardiologues,4.82,6.28,-23.3
77275,Les Marêts,77,CC du Provinois,Cardiologues,4.82,6.28,-23.3
77276,Mareuil-lès-Meaux,77,CA du Pays de Meaux,Cardiologues,4.82,6.28,-23.3
77277,Marles-en-Brie,77,CC Val Briard,Cardiologues,4.82,6.28,-23.3
77278,Marolles-en-Brie,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77279,Marolles-sur-Seine,77,CC Pays de Montereau,Cardiologues,4.82,6.28,-23.3
77280,Mary-sur-Marne,77,CC du Pays de l'Ourcq,Cardiologues,4.82,6.28,-23.3
77281,Mauperthuis,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77282,Mauregard,77,CA Roissy Pays de France,Cardiologues,4.82,6.28,-23.3
77283,May-en-Multien,77,CC du Pays de l'Ourcq,Cardiologues,4.82,6.28,-23.3
77284,Meaux,77,CA du Pays de Meaux,Cardiologues,4.82,6.28,-23.3
77285,Le Mée-sur-Seine,77,CA Melun Val de Seine,Cardiologues,4.82,6.28,-23.3
77286,Meigneux,77,CC Bassée-Montois,Cardiologues,4.82,6.28,-23.3
77287,Meilleray,77,CC des Deux Morin,Cardiologues,4.82,6.28,-23.3
77288,Melun,77,CA Melun Val de Seine,Cardiologues,4.82,6.28,-23.3
77289,Melz-sur-Seine,77,CC du Provinois,Cardiologues,4.82,6.28,-23.3
77290,Méry-sur-Marne,77,CA Coulommiers Pays de Brie,Cardiologues,4.82,6.28,-23.3
77291,Le Mesnil-Amelot,77,CA Roissy Pays de France,Cardiologues,4.82,6.28,-23.3
77292,Messy,77,CC Plaines et Monts de France,Cardiologues,4.82,6.28,-23.3
77293,Misy-sur-Yonne,77,CC Pays de Montereau,Cardiologues,4.82,6.28,-23.3
77294,Mitry-Mory,77,CA Roissy Pays de France,Cardiologues,4.82,6.28,-23.3
77295,Moisenay,77,CC Brie des Rivières et Châteaux,Cardiologues,4.82,6.28,-23.3
77296,Moissy-Cramayel,77,CA Grand Paris Sud Seine Essonne Sénart,Cardiologues,4.82,6.28,-23.3
77297,Mondreville,77,CC Gâtinais Val de Loing,Cardiologues,4.82,6.28,-23.3
77298,Mons-en-Montois,77,CC Bassée-Montois,Cardiologues,4.82,6.28,-23.3
77300,Montceaux-lès-Meaux,77,CA du Pays de Meaux,Cardiologues,4.82,6.28,-23.3
77301,Montceaux-lès-Provins,77,CC du Provinois,Cardiologues,4.82,6.28,-23.3
77302,Moncourt-Fromonville,77,CC Pays de Nemours,Cardiologues,4.82,6.28,-23.3
77303,Montdauphin,77,CC des Deux Morin,Cardiologues,4.82,6.28,-23.3
77304,Montenils,77,CC des Deux Morin,Cardiologues,4.82,6.28,-23.3
77305,Montereau-Fault-Yonne,77,CC Pays de Montereau,Cardiologues,4.82,6.28,-23.3
77306,Montereau-sur-le-Jard,77,CA Melun Val de Seine,Cardiologues,4.82,6.28,-23.3
77307,Montévrain,77,CA Marne et Gondoire,Cardiologues,4.82,6.28,-23.3
77308,Montgé-en-Goële,77,CC Plaines et Monts de France,Cardiologues,4.82,6.28,-23.3
77309,Monthyon,77,CA du Pays de Meaux,Cardiologues,4.82,6.28,-23.3
77310,Montigny-le-Guesdier,77,CC Bassée-Montois,Cardiologues,4.82,6.28,-23.3
