code_insee,dep,nom_commune,epci_siren,epci_nom,epci_nature,epci_nb_communes,pop_commune,apl_generaliste,apl_gen_moins60,densite_cardio_100k,densite_dermato_100k,densite_gyneco_100k,densite_ophtalmo_100k
75056,75,Paris,200054781,Métropole du Grand Paris,METRO,130,2113705,4.9569494503268805,3.4446525590773818,15.848947700838103,14.760810993019366,25.35831632134096,17.64673878332123
77001,77,Achères-la-Forêt,200072346,CA du Pays de Fontainebleau,CA,26,1183,1.693,1.052,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77002,77,Amillis,200090504,CA Coulommiers Pays de Brie,CA,54,821,2.694,1.417,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77003,77,Amponville,200023240,CC Pays de Nemours,CC,21,351,1.614,0.545,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77004,77,Andrezel,200070779,CC Brie des Rivières et Châteaux,CC,31,324,1.413,1.069,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77005,77,Annet-sur-Marne,200033090,CC Plaines et Monts de France,CC,20,3329,2.466,1.909,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77006,77,Arbonne-la-Forêt,200072346,CA du Pays de Fontainebleau,CA,26,1007,1.356,0.911,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77007,77,Argentières,200070779,CC Brie des Rivières et Châteaux,CC,31,352,1.513,1.124,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77008,77,Armentières-en-Brie,247700065,CC du Pays de l'Ourcq,CC,22,1196,1.426,0.341,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77009,77,Arville,200023919,CC Gâtinais Val de Loing,CC,20,140,1.941,0.696,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77010,77,Aubepierre-Ozouer-le-Repos,247700701,CC Brie Nangissienne,CC,20,965,1.861,1.342,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77011,77,Aufferville,200023919,CC Gâtinais Val de Loing,CC,20,482,2.93,1.224,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77012,77,Augers-en-Brie,200037133,CC du Provinois,CC,39,275,0.546,0.294,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77013,77,Aulnoy,200090504,CA Coulommiers Pays de Brie,CA,54,363,2.661,1.225,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77014,77,Avon,200072346,CA du Pays de Fontainebleau,CA,26,13526,3.481,2.347,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77015,77,Baby,200040251,CC Bassée-Montois,CC,42,112,1.247,0.465,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77016,77,Bagneaux-sur-Loing,200023240,CC Pays de Nemours,CC,21,1582,2.208,1.003,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77018,77,Bailly-Romainvilliers,247700339,CA Val d'Europe Agglomération,CA,10,7049,2.297,1.658,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77019,77,Balloy,200040251,CC Bassée-Montois,CC,42,351,1.026,0.229,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77020,77,Bannost-Villegagnon,200037133,CC du Provinois,CC,39,658,1.443,0.733,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77021,77,Barbey,247700107,CC Pays de Montereau,CC,21,151,1.633,0.729,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77022,77,Barbizon,200072346,CA du Pays de Fontainebleau,CA,26,1265,2.239,1.455,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77023,77,Barcy,200072130,CA du Pays de Meaux,CA,26,375,3.127,1.679,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77024,77,Bassevelle,200090504,CA Coulommiers Pays de Brie,CA,54,385,1.631,0.765,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77025,77,Bazoches-lès-Bray,200040251,CC Bassée-Montois,CC,42,889,1.193,0.319,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77026,77,Beauchery-Saint-Martin,200037133,CC du Provinois,CC,39,374,1.494,0.828,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77027,77,Beaumont-du-Gâtinais,200023919,CC Gâtinais Val de Loing,CC,20,1136,1.792,0.484,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77029,77,Beauvoir,200070779,CC Brie des Rivières et Châteaux,CC,31,185,1.732,1.243,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77030,77,Bellot,200072544,CC des Deux Morin,CC,31,776,0.84,0.648,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77031,77,Bernay-Vilbert,200072874,CC Val Briard,CC,21,991,2.789,1.933,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77032,77,Beton-Bazoches,200037133,CC du Provinois,CC,39,912,1.781,1.076,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77033,77,Bezalles,200037133,CC du Provinois,CC,39,224,1.384,0.77,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77034,77,Blandy,200070779,CC Brie des Rivières et Châteaux,CC,31,769,1.519,1.021,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77035,77,Blennes,247700107,CC Pays de Montereau,CC,21,546,1.183,0.575,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77036,77,Boisdon,200037133,CC du Provinois,CC,39,135,1.467,0.853,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77037,77,Bois-le-Roi,200072346,CA du Pays de Fontainebleau,CA,26,6026,2.548,1.684,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77038,77,Boissettes,247700057,CA Melun Val de Seine,CA,20,432,2.088,1.502,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77039,77,Boissise-la-Bertrand,247700057,CA Melun Val de Seine,CA,20,1194,2.363,1.684,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77040,77,Boissise-le-Roi,247700057,CA Melun Val de Seine,CA,20,3828,1.729,1.105,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77041,77,Boissy-aux-Cailles,200072346,CA du Pays de Fontainebleau,CA,26,274,1.829,0.575,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77042,77,Boissy-le-Châtel,200090504,CA Coulommiers Pays de Brie,CA,54,3313,2.015,1.106,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77043,77,Boitron,200072544,CC des Deux Morin,CC,31,326,1.154,0.507,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77044,77,Bombon,200070779,CC Brie des Rivières et Châteaux,CC,31,936,1.595,1.094,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77045,77,Bougligny,200023919,CC Gâtinais Val de Loing,CC,20,730,2.121,0.773,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77046,77,Boulancourt,200023240,CC Pays de Nemours,CC,21,341,1.952,0.215,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77047,77,Bouleurs,200090504,CA Coulommiers Pays de Brie,CA,54,1731,2.515,1.783,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77048,77,Bourron-Marlotte,200072346,CA du Pays de Fontainebleau,CA,26,2782,3.195,1.863,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77049,77,Boutigny,200072130,CA du Pays de Meaux,CA,26,850,2.01,1.402,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77050,77,Bransles,200023919,CC Gâtinais Val de Loing,CC,20,529,0.869,0.26,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77051,77,Bray-sur-Seine,200040251,CC Bassée-Montois,CC,42,2378,1.561,0.543,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77052,77,Bréau,247700701,CC Brie Nangissienne,CC,20,371,1.716,1.184,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77053,77,Brie-Comte-Robert,247700644,CC l'Orée de la Brie,CC,4,18999,2.295,1.648,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77054,77,La Brosse-Montceaux,247700107,CC Pays de Montereau,CC,21,736,2.563,1.127,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77055,77,Brou-sur-Chantereine,200057958,CA Paris - Vallée de la Marne,CA,12,5094,3.103,2.181,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77056,77,Burcy,200023240,CC Pays de Nemours,CC,21,148,2.303,0.803,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77057,77,Bussières,200090504,CA Coulommiers Pays de Brie,CA,54,573,1.763,0.6,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77058,77,Bussy-Saint-Georges,247700594,CA Marne et Gondoire,CA,20,26334,3.35,2.353,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77059,77,Bussy-Saint-Martin,247700594,CA Marne et Gondoire,CA,20,728,3.4,2.438,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77060,77,Buthiers,200023240,CC Pays de Nemours,CC,21,771,2.145,0.377,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77061,77,Cannes-Écluse,247700107,CC Pays de Montereau,CC,21,2742,2.602,1.165,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77062,77,Carnetin,247700594,CA Marne et Gondoire,CA,20,457,1.976,1.509,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77063,77,La Celle-sur-Morin,200090504,CA Coulommiers Pays de Brie,CA,54,1246,1.907,1.171,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77065,77,Cély,200072346,CA du Pays de Fontainebleau,CA,26,1256,2.463,1.581,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77066,77,Cerneux,200037133,CC du Provinois,CC,39,277,0.75,0.416,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77067,77,Cesson,200059228,CA Grand Paris Sud Seine Essonne Sénart,CA,23,11141,2.53,1.775,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77068,77,Cessoy-en-Montois,200040251,CC Bassée-Montois,CC,42,213,1.883,0.971,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77069,77,Chailly-en-Bière,200072346,CA du Pays de Fontainebleau,CA,26,2172,2.233,1.412,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77070,77,Chailly-en-Brie,200090504,CA Coulommiers Pays de Brie,CA,54,1557,3.0,1.603,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77071,77,Chaintreaux,200023919,CC Gâtinais Val de Loing,CC,20,831,1.579,0.643,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77072,77,Chalautre-la-Grande,200037133,CC du Provinois,CC,39,657,2.312,1.94,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77073,77,Chalautre-la-Petite,200037133,CC du Provinois,CC,39,545,3.292,1.928,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77075,77,Chalifert,247700594,CA Marne et Gondoire,CA,20,1581,1.876,1.467,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77076,77,Chalmaison,200040251,CC Bassée-Montois,CC,42,758,1.852,0.849,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77077,77,Chambry,200072130,CA du Pays de Meaux,CA,26,1051,2.919,1.749,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77078,77,Chamigny,200090504,CA Coulommiers Pays de Brie,CA,54,1431,2.427,0.584,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77079,77,Champagne-sur-Seine,247700032,CC Moret Seine et Loing,CC,18,6491,2.579,1.843,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77080,77,Champcenest,200037133,CC du Provinois,CC,39,197,1.759,0.946,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77081,77,Champdeuil,200070779,CC Brie des Rivières et Châteaux,CC,31,735,2.016,1.443,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77082,77,Champeaux,200070779,CC Brie des Rivières et Châteaux,CC,31,814,1.273,0.737,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77083,77,Champs-sur-Marne,200057958,CA Paris - Vallée de la Marne,CA,12,26661,2.811,1.864,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77084,77,Changis-sur-Marne,200090504,CA Coulommiers Pays de Brie,CA,54,1352,2.139,0.542,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77085,77,Chanteloup-en-Brie,247700594,CA Marne et Gondoire,CA,20,4166,2.597,1.937,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77086,77,La Chapelle-Gauthier,247700701,CC Brie Nangissienne,CC,20,1398,1.835,1.257,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77087,77,La Chapelle-Iger,200072874,CC Val Briard,CC,21,191,1.566,1.035,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77088,77,La Chapelle-la-Reine,200072346,CA du Pays de Fontainebleau,CA,26,2236,2.18,1.008,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77089,77,La Chapelle-Rablais,247700701,CC Brie Nangissienne,CC,20,907,1.661,1.214,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77090,77,La Chapelle-Saint-Sulpice,200037133,CC du Provinois,CC,39,239,2.404,1.338,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77091,77,Les Chapelles-Bourbon,200072874,CC Val Briard,CC,21,464,1.861,1.468,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77093,77,La Chapelle-Moutils,200072544,CC des Deux Morin,CC,31,405,0.543,0.388,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77094,77,Charmentray,200033090,CC Plaines et Monts de France,CC,20,294,3.072,2.349,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77095,77,Charny,200033090,CC Plaines et Monts de France,CC,20,1584,2.441,1.942,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77096,77,Chartrettes,200072346,CA du Pays de Fontainebleau,CA,26,2593,2.187,1.5,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77097,77,Chartronges,200072544,CC des Deux Morin,CC,31,302,1.704,1.094,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77098,77,Châteaubleau,247700701,CC Brie Nangissienne,CC,20,363,2.033,1.301,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77099,77,Château-Landon,200023919,CC Gâtinais Val de Loing,CC,20,3150,1.457,0.326,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77100,77,Le Châtelet-en-Brie,200070779,CC Brie des Rivières et Châteaux,CC,31,4231,1.639,1.406,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77101,77,Châtenay-sur-Seine,200040251,CC Bassée-Montois,CC,42,1049,1.491,0.276,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77102,77,Châtenoy,200023240,CC Pays de Nemours,CC,21,157,2.92,1.516,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77103,77,Châtillon-la-Borde,200070779,CC Brie des Rivières et Châteaux,CC,31,224,1.871,1.293,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77104,77,Châtres,200072874,CC Val Briard,CC,21,712,2.003,1.616,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77106,77,Chauffry,200090504,CA Coulommiers Pays de Brie,CA,54,1004,2.145,1.302,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77107,77,Chaumes-en-Brie,200070779,CC Brie des Rivières et Châteaux,CC,31,3452,1.903,1.484,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77108,77,Chelles,200057958,CA Paris - Vallée de la Marne,CA,12,54372,2.044,1.336,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77109,77,Chenoise-Cucharmoy,200037133,CC du Provinois,CC,39,1629,2.094,1.116,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77110,77,Chenou,200023919,CC Gâtinais Val de Loing,CC,20,295,2.001,0.707,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77111,77,Chessy,247700339,CA Val d'Europe Agglomération,CA,10,7242,2.301,1.752,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77112,77,Chevrainvilliers,200023240,CC Pays de Nemours,CC,21,255,2.92,1.516,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77113,77,Chevru,200090504,CA Coulommiers Pays de Brie,CA,54,1026,2.455,1.399,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77114,77,Chevry-Cossigny,247700644,CC l'Orée de la Brie,CC,4,4019,1.926,1.389,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77115,77,Chevry-en-Sereine,247700107,CC Pays de Montereau,CC,21,504,1.128,0.633,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77116,77,Choisy-en-Brie,200072544,CC des Deux Morin,CC,31,1331,2.137,1.219,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77117,77,Citry,200090504,CA Coulommiers Pays de Brie,CA,54,924,1.479,0.621,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77118,77,Claye-Souilly,200055655,CA Roissy Pays de France,CA,42,12381,3.054,2.274,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77119,77,Clos-Fontaine,247700701,CC Brie Nangissienne,CC,20,235,1.577,1.06,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77120,77,Cocherel,247700065,CC du Pays de l'Ourcq,CC,22,619,1.944,0.215,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77121,77,Collégien,247700594,CA Marne et Gondoire,CA,20,3332,4.073,2.879,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77122,77,Combs-la-Ville,200059228,CA Grand Paris Sud Seine Essonne Sénart,CA,23,22712,2.692,1.875,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77123,77,Compans,200055655,CA Roissy Pays de France,CA,42,821,2.81,2.034,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77124,77,Conches-sur-Gondoire,247700594,CA Marne et Gondoire,CA,20,1751,2.527,1.869,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77125,77,Condé-Sainte-Libiaire,200090504,CA Coulommiers Pays de Brie,CA,54,1470,1.104,0.743,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77126,77,Congis-sur-Thérouanne,247700065,CC du Pays de l'Ourcq,CC,22,1776,1.68,0.547,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77127,77,Coubert,200070779,CC Brie des Rivières et Châteaux,CC,31,1942,1.45,1.121,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77128,77,Couilly-Pont-aux-Dames,200090504,CA Coulommiers Pays de Brie,CA,54,2131,2.65,1.859,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77129,77,Coulombs-en-Valois,247700065,CC du Pays de l'Ourcq,CC,22,579,1.125,0.0,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77130,77,Coulommes,200090504,CA Coulommiers Pays de Brie,CA,54,534,2.211,1.575,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77131,77,Coulommiers,200090504,CA Coulommiers Pays de Brie,CA,54,15696,2.518,1.286,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77132,77,Coupvray,247700339,CA Val d'Europe Agglomération,CA,10,3008,1.844,1.406,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77133,77,Courcelles-en-Bassée,247700107,CC Pays de Montereau,CC,21,214,1.444,0.504,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77134,77,Courchamp,200037133,CC du Provinois,CC,39,151,1.822,0.939,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77135,77,Courpalay,200072874,CC Val Briard,CC,21,1497,2.228,1.652,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77136,77,Courquetaine,200070779,CC Brie des Rivières et Châteaux,CC,31,187,1.471,1.201,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77137,77,Courtacon,200037133,CC du Provinois,CC,39,244,1.277,0.758,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77138,77,Courtomer,200072874,CC Val Briard,CC,21,568,1.795,1.31,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77139,77,Courtry,200057958,CA Paris - Vallée de la Marne,CA,12,7107,3.371,2.397,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77140,77,Coutençon,200040251,CC Bassée-Montois,CC,42,265,1.844,0.981,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77141,77,Coutevroult,200090504,CA Coulommiers Pays de Brie,CA,54,1191,2.446,1.7,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77142,77,Crécy-la-Chapelle,200090504,CA Coulommiers Pays de Brie,CA,54,4881,2.448,1.722,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77143,77,Crégy-lès-Meaux,200072130,CA du Pays de Meaux,CA,26,5419,2.821,1.984,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77144,77,Crèvecœur-en-Brie,200072874,CC Val Briard,CC,21,450,1.408,0.939,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77145,77,Crisenoy,200070779,CC Brie des Rivières et Châteaux,CC,31,595,2.164,1.463,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77146,77,Croissy-Beaubourg,200057958,CA Paris - Vallée de la Marne,CA,12,1969,3.878,2.705,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77147,77,La Croix-en-Brie,247700701,CC Brie Nangissienne,CC,20,672,1.682,1.242,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77148,77,Crouy-sur-Ourcq,247700065,CC du Pays de l'Ourcq,CC,22,1806,1.533,0.0,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77150,77,Cuisy,200033090,CC Plaines et Monts de France,CC,20,471,2.333,1.833,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77151,77,Dagny,200090504,CA Coulommiers Pays de Brie,CA,54,293,2.377,1.226,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77152,77,Dammarie-les-Lys,247700057,CA Melun Val de Seine,CA,20,23252,1.682,0.981,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77153,77,Dammartin-en-Goële,200055655,CA Roissy Pays de France,CA,42,11508,2.827,1.908,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77154,77,Dammartin-sur-Tigeaux,200090504,CA Coulommiers Pays de Brie,CA,54,1268,1.613,1.144,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77155,77,Dampmart,247700594,CA Marne et Gondoire,CA,20,3655,0.854,0.754,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77156,77,Darvault,200023240,CC Pays de Nemours,CC,21,946,2.945,1.608,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77157,77,Dhuisy,247700065,CC du Pays de l'Ourcq,CC,22,330,1.637,0.32,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77158,77,Diant,247700107,CC Pays de Montereau,CC,21,196,1.147,0.652,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77159,77,Donnemarie-Dontilly,200040251,CC Bassée-Montois,CC,42,2726,1.354,0.579,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77161,77,Dormelles,247700032,CC Moret Seine et Loing,CC,18,803,2.296,1.074,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77162,77,Doue,200072544,CC des Deux Morin,CC,31,1119,2.021,0.961,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77163,77,Douy-la-Ramée,247700065,CC du Pays de l'Ourcq,CC,22,388,2.092,0.978,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77164,77,Échouboulains,200070779,CC Brie des Rivières et Châteaux,CC,31,557,2.211,1.366,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77165,77,Les Écrennes,200070779,CC Brie des Rivières et Châteaux,CC,31,619,1.944,1.609,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77167,77,Égligny,200040251,CC Bassée-Montois,CC,42,313,1.256,0.358,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77168,77,Égreville,200023919,CC Gâtinais Val de Loing,CC,20,2164,0.674,0.258,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77169,77,Émerainville,200057958,CA Paris - Vallée de la Marne,CA,12,7536,3.542,2.444,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77171,77,Esbly,247700339,CA Val d'Europe Agglomération,CA,10,6237,1.873,1.367,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77172,77,Esmans,247700107,CC Pays de Montereau,CC,21,904,2.788,1.322,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77173,77,Étrépilly,247700065,CC du Pays de l'Ourcq,CC,22,813,2.531,1.123,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77174,77,Everly,200040251,CC Bassée-Montois,CC,42,570,2.048,0.94,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77175,77,Évry-Grégy-sur-Yerre,200070779,CC Brie des Rivières et Châteaux,CC,31,3236,3.969,2.758,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77176,77,Faremoutiers,200090504,CA Coulommiers Pays de Brie,CA,54,3035,2.439,1.405,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77177,77,Favières,200072874,CC Val Briard,CC,21,1293,2.038,1.582,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77178,77,Faÿ-lès-Nemours,200023240,CC Pays de Nemours,CC,21,498,2.711,1.4,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
77179,77,Féricy,200070779,CC Brie des Rivières et Châteaux,CC,31,613,2.024,1.713,4.819612241539687,1.1704772586596384,4.6819090346385535,4.8884638449902535
