code_insee,nom_commune,lon,lat,score_tension,dep
77104,Châtres,2.811953492063492,48.70792634920635,77.5,77
77107,Chaumes-en-Brie,2.8415226966292138,48.666555056179774,79.1,77
77127,Coubert,2.7117695918367346,48.67888551020408,86.2,77
77135,Courpalay,2.956172258064516,48.639960967741935,74.0,77
77138,Courtomer,2.8947807692307697,48.658270384615385,80.8,77
77164,Échouboulains,2.932256119402985,48.464880447761196,74.3,77
77165,Les Écrennes,2.8785079166666665,48.498479861111115,78.5,77
77175,Évry-Grégy-sur-Yerre,2.6416560227272727,48.65611511363636,46.7,77
77184,Flagy,2.917076041666667,48.309718124999996,77.2,77
77185,Fleury-en-Bière,2.5423475438596492,48.44793385964912,79.0,77
77186,Fontainebleau,2.692422347826087,48.41604060869565,61.0,77
77191,Fontenailles,2.9235564130434786,48.52555358695652,84.6,77
77192,Fontenay-Trésigny,2.8636660227272728,48.69814954545455,73.9,77
77194,Forges,2.945593783783784,48.42217864864865,65.4,77
77195,Fouju,2.7675470967741935,48.58901903225806,84.2,77
77210,La Grande-Paroisse,2.8944924137931034,48.3930543678161,73.3,77
77217,Grisy-Suisnes,2.67320802631579,48.67973802631579,88.5,77
77222,Guignes,2.8033193478260867,48.635406304347825,83.8,77
77226,Héricy,2.7865044680851065,48.44414978723404,73.5,77
77251,Lieusaint,2.5534536538461543,48.62765365384616,68.4,77
77253,Lissy,2.70198756097561,48.61771609756098,75.1,77
77254,Liverdy-en-Brie,2.7795057777777776,48.69693777777778,84.3,77
77277,Marles-en-Brie,2.880604736842105,48.725715438596495,77.0,77
77285,Le Mée-sur-Seine,2.631201212121212,48.54051666666667,85.0,77
77288,Melun,2.6586328,48.5432366,74.7,77
77295,Moisenay,2.7440537209302325,48.5651153488372,78.0,77
77296,Moissy-Cramayel,2.5941034782608696,48.624107826086956,74.0,77
77305,Montereau-Fault-Yonne,2.963251818181818,48.38790290909091,64.5,77
77316,Moret-Loing-et-Orvanne,2.8170732352941177,48.353236764705876,60.9,77
77317,Mormant,2.8829111290322578,48.59818709677419,81.4,77
77328,Nanteau-sur-Essonne,2.422501020408163,48.322387551020405,76.6,77
77338,Noisy-Rudignon,2.9356417142857145,48.33585542857143,67.6,77
77339,Noisy-sur-École,2.5030154929577466,48.37525070422535,81.6,77
77340,Nonville,2.7785597297297295,48.28887891891892,72.1,77
77352,Ozouer-le-Voulgis,2.7759474545454546,48.66342981818182,86.2,77
77354,Pamfou,2.8588186274509804,48.46693392156863,73.9,77
77359,Perthes,2.551256511627907,48.48080186046512,72.3,77
77377,Presles-en-Brie,2.7432541509433963,48.71016132075472,77.2,77
77378,Pringy,2.548421935483871,48.51825806451613,77.7,77
77381,Quiers,2.9617384126984128,48.61350936507936,77.1,77
77386,Recloses,2.644829111111111,48.33838266666666,64.0,77
77407,Saint-Fargeau-Ponthierry,2.5239525675675676,48.53769202702703,73.6,77
77410,Saint-Germain-Laxis,2.707236511627907,48.58959488372093,69.4,77
77426,Saint-Méry,2.8392133823529413,48.567584558823526,90.8,77
77435,Saint-Sauveur-sur-École,2.533163947368421,48.501014999999995,79.5,77
77441,Samois-sur-Seine,2.7516639285714284,48.455912857142856,62.1,77
77445,Savigny-le-Temple,2.571290980392157,48.585297843137255,78.3,77
77450,Servon,2.5907946511627906,48.714565813953485,47.4,77
77453,Sivry-Courtry,2.759146282051282,48.531283205128204,79.0,77
77455,Soignolles-en-Brie,2.7067685714285714,48.64584828571428,84.0,77
77457,Solers,2.724198260869565,48.65946369565217,89.0,77
77465,Thoury-Férottes,2.9417695384615388,48.30281707692308,78.7,77
77477,Ury,2.598492307692308,48.342860256410255,63.3,77
77487,Vaux-le-Pénil,2.6976919672131148,48.522408032786885,82.7,77
77493,Verneuil-l'Étang,2.828637380952381,48.63672904761905,85.3,77
77494,Vernou-la-Celle-sur-Seine,2.8579906250000002,48.40473921875,68.4,77
77501,Villecerf,2.852143859649123,48.32857736842105,64.2,77
77506,Villemer,2.8215905405405404,48.302902027027024,78.3,77
77531,Voulx,2.9725594827586206,48.28581344827587,90.0,77
77533,Vulaines-sur-Seine,2.777027222222222,48.42995944444445,67.0,77
77534,Yèbles,2.768486875,48.63808859375,86.4,77
77297,Mondreville,2.600694888888889,48.149828,83.2,77
77009,Arville,2.5543225641025638,48.18268717948718,78.5,77
77011,Aufferville,2.6046743103448278,48.20501034482759,63.0,77
77016,Bagneaux-sur-Loing,2.709309318181818,48.219204318181816,74.3,77
77027,Beaumont-du-Gâtinais,2.4815639215686276,48.138820196078434,80.8,77
77045,Bougligny,2.6688458823529415,48.19931980392157,75.7,77
77046,Boulancourt,2.4457338461538463,48.25897192307692,78.3,77
77050,Bransles,2.8275674545454548,48.15021345454545,93.0,77
77056,Burcy,2.5251306060606065,48.23087515151515,72.8,77
77071,Chaintreaux,2.812552688172043,48.192193548387095,84.2,77
77099,Château-Landon,2.6974548529411764,48.148136029411766,86.1,77
77102,Châtenoy,2.6310615,48.2319415,63.2,77
77110,Chenou,2.65131875,48.163717250000005,77.6,77
77112,Chevrainvilliers,2.603384054054054,48.244297567567564,63.2,77
77156,Darvault,2.725912162162162,48.27657324324324,62.8,77
77168,Égreville,2.8788032835820894,48.18686686567164,93.0,77
77178,Faÿ-lès-Nemours,2.658752727272727,48.22646681818182,66.4,77
77198,Fromont,2.506501621621622,48.254309189189186,75.1,77
77200,Garentreville,2.556697407407407,48.23430481481481,72.3,77
77207,Gironville,2.5306683018867924,48.16781169811321,75.8,77
77220,Guercheville,2.5554580769230766,48.25965230769231,76.8,77
77230,Ichy,2.541223846153846,48.203605,77.6,77
77261,Lorrez-le-Bocage-Préaux,2.8967409333333336,48.24074733333334,93.0,77
77267,La Madeleine-sur-Loing,2.699562558139535,48.20666860465116,72.8,77
77271,Maisoncelles-en-Gâtinais,2.6209721875,48.1835565625,80.5,77
77329,Nanteau-sur-Lunain,2.8166451923076923,48.25386153846154,85.6,77
77342,Obsonville,2.5675838888888887,48.21832333333333,78.5,77
77348,Ormesson,2.648848780487805,48.2447887804878,64.4,77
77353,Paley,2.8542794,48.2418894,86.1,77
77370,Poligny,2.7537896774193547,48.23740870967742,75.1,77
77387,Remauville,2.8234715384615385,48.220470769230765,84.6,77
77395,Rumont,2.49531875,48.27047666666667,76.4,77
77431,Saint-Pierre-lès-Nemours,2.666779722222222,48.2605175,70.1,77
77458,Souppes-sur-Loing,2.7472617808219177,48.18496534246575,80.0,77
77473,Treuzy-Levelay,2.7942793055555555,48.27262041666667,72.0,77
77489,Vaux-sur-Lunain,2.9583263076923076,48.214869692307694,93.0,77
77500,Villebéon,2.9261322033898303,48.20537186440678,93.0,77
77504,Villemaréchal,2.867472428571429,48.27135485714285,83.8,77
77035,Blennes,3.0098662857142857,48.241577285714285,90.4,77
77115,Chevry-en-Sereine,2.9613309589041092,48.24964109589041,91.2,77
78068,Blaru,1.4822756896551725,49.04213103448276,46.7,78
78344,Lommoye,1.5168756862745096,48.99714549019608,58.7,78
78082,Boissy-Mauvoisin,1.5831442424242426,48.96679757575758,66.8,78
78147,Chaufour-lès-Bonnières,1.4837741666666666,49.01684208333333,47.3,78
78188,Cravent,1.4837793023255814,48.989960930232556,56.6,78
78276,Gommecourt,1.5933439999999999,49.0730635,52.6,78
78559,Saint-Illiers-le-Bois,1.5108616666666668,48.963518,65.0,78
78668,La Villeneuve-en-Chevrie,1.5363879365079365,49.015905873015875,46.9,78
78057,Bennecourt,1.5654785714285715,49.046932857142856,54.2,78
78089,Bonnières-sur-Seine,1.5664577192982456,49.01546245614035,40.9,78
78107,Bréval,1.5447726229508196,48.95756213114754,62.7,78
78255,Freneuse,1.6060242222222223,49.04295444444444,67.5,78
78320,Notre-Dame-de-la-Mer,1.5403496551724138,49.03427344827587,42.7,78
78337,Limetz-Villez,1.5516344444444443,49.06510555555556,44.8,78
78385,Ménerville,1.596811851851852,48.95485925925926,59.0,78
78410,Moisson,1.6660702777777778,49.06927388888889,67.5,78
78444,Neauphlette,1.5416173684210528,48.93602578947368,61.6,78
78558,Saint-Illiers-la-Ville,1.5445358333333334,48.97822027777778,67.4,78
78586,Sartrouville,2.1791921621621624,48.93854756756757,52.1,78
78165,Les Clayes-sous-Bois,1.9836323529411766,48.81835529411765,62.4,78
78007,Aigremont,2.015878,48.9008012,35.8,78
78190,Croissy-sur-Seine,2.132424761904762,48.87862952380952,50.4,78
78124,Carrières-sur-Seine,2.178607096774194,48.91338677419355,62.5,78
78133,Chambourcy,2.029816285714286,48.899330285714285,29.7,78
78146,Chatou,2.151549117647059,48.89708352941176,43.3,78
78168,Coignières,1.9135151162790698,48.74977186046512,34.7,78
78208,Élancourt,1.961351052631579,48.7774947368421,46.3,78
78224,L'Étang-la-Ville,2.0647314285714287,48.868358,46.9,78
78297,Guyancourt,2.073930434782609,48.77394956521739,31.6,78
78311,Houilles,2.1875637500000003,48.92540291666666,64.2,78
78350,Louveciennes,2.114616842105263,48.860065,19.8,78
78356,Magny-les-Hameaux,2.0573405681818184,48.73834909090909,45.0,78
78358,Maisons-Laffitte,2.1473703448275865,48.95133724137931,55.8,78
78367,Mareil-Marly,2.0743336,48.8802388,50.4,78
78372,Marly-le-Roi,2.0914488,48.8676904,27.9,78
78383,Maurepas,1.9242344736842103,48.772749999999995,43.5,78
78396,Le Mesnil-le-Roi,2.1197933333333334,48.92720166666666,58.9,78
78418,Montesson,2.142277931034483,48.913003448275866,63.0,78
78423,Montigny-le-Bretonneux,2.028100909090909,48.77924254545455,37.4,78
78481,Le Pecq,2.103037777777778,48.891529166666665,42.7,78
78490,Plaisir,1.9496331147540984,48.81325721311475,34.6,78
78502,Le Port-Marly,2.107689523809524,48.88019428571428,34.5,78
78551,Saint-Germain-en-Laye,2.0972887755102043,48.93323744897959,44.1,78
78621,Trappes,1.9920846,48.775506400000005,24.8,78
78644,La Verrière,1.9517092592592593,48.753560740740745,31.5,78
78650,Le Vésinet,2.129866153846154,48.89437115384616,45.0,78
78674,Villepreux,2.014941836734694,48.83183653061224,46.9,78
78688,Voisins-le-Bretonneux,2.0477373529411764,48.75766264705882,23.7,78
78289,Grosrouvre,1.7555027027027026,48.77938621621622,54.4,78
78366,Mareil-le-Guyon,1.8512396296296296,48.79229185185185,43.8,78
78478,Paray-Douaville,1.8602025,48.458372727272724,46.9,78
78006,Adainville,1.6597021276595745,48.722378936170216,59.5,78
78071,Boinville-le-Gaillard,1.8736350000000002,48.495325,49.9,78
78125,La Celle-les-Bordes,1.9507868,48.644400133333335,34.4,78
78128,Cernay-la-Ville,1.9594068253968253,48.6687592063492,29.5,78
78283,Grandchamp,1.616023260869565,48.72034695652174,50.6,78
78302,La Hauteville,1.6274846666666667,48.70473766666667,56.5,78
78407,Mittainville,1.6325122222222221,48.66424311111112,41.1,78
78486,Le Perray-en-Yvelines,1.8447315384615384,48.691951025641025,37.7,78
78497,Poigny-la-Forêt,1.7498382222222224,48.677671333333336,33.0,78
78548,Saint-Forget,1.9970964285714286,48.713315238095234,45.2,78
78557,Saint-Hilarion,1.7230364406779661,48.62090050847458,29.1,78
78564,Saint-Martin-de-Bréthencourt,1.9186628787878788,48.51560106060606,51.2,78
78655,Vieille-Église-en-Yvelines,1.8782770588235294,48.66885980392157,37.7,78
78003,Ablis,1.852060579710145,48.529206376811594,33.8,78
78009,Allainville,1.90619359375,48.470251875,44.3,78
78030,Auffargis,1.9017428333333333,48.683155166666666,48.2,78
78077,La Boissière-École,1.6618801470588236,48.68873911764706,49.8,78
78087,Bonnelles,2.0287360714285714,48.616767321428576,43.5,78
78120,Bullion,1.9806163636363638,48.621252337662334,47.5,78
78160,Chevreuse,2.036674090909091,48.707487575757575,46.9,78
78162,Choisel,2.015460975609756,48.67694756097561,44.4,78
78164,Clairefontaine-en-Yvelines,1.9060015,48.61790283333333,24.5,78
78193,Dampierre-en-Yvelines,1.973526037735849,48.70685075471698,43.7,78
78209,Émancé,1.7370866666666667,48.59249333333334,37.7,78
78220,Les Essarts-le-Roi,1.9044235,48.714430500000006,38.7,78
78269,Gazeran,1.7807155913978494,48.6307370967742,21.1,78
78307,Hermeray,1.6912734939759035,48.652291445783135,40.9,78
78334,Lévis-Saint-Nom,1.937564642857143,48.72706071428571,44.8,78
78349,Longvilliers,2.0023907352941173,48.57636205882353,31.9,78
78406,Milon-la-Chapelle,2.0466027906976745,48.72848790697674,39.9,78
78464,Orcemont,1.8068993220338985,48.59778355932203,28.1,78
78470,Orphin,1.7849533898305086,48.57794847457627,19.5,78
78472,Orsonville,1.8222180434782609,48.47617195652174,42.7,78
78499,Ponthévrard,1.909690285714286,48.54859771428571,36.7,78
78506,Prunay-en-Yvelines,1.8048557746478873,48.51979507042254,29.9,78
78516,Raizeux,1.6838219696969696,48.63440984848485,34.2,78
78517,Rambouillet,1.8357938554216868,48.64943602409639,36.9,78
78522,Rochefort-en-Yvelines,1.9809970588235295,48.592929215686276,30.7,78
78537,Saint-Arnoult-en-Yvelines,1.9314785714285714,48.57246222222223,52.9,78
78569,Sainte-Mesme,1.9450808955223882,48.53582626865672,39.8,78
78575,Saint-Rémy-lès-Chevreuse,2.0785281355932206,48.70275322033898,41.0,78
78590,Senlisse,1.9743677551020409,48.68376795918367,47.9,78
78601,Sonchamp,1.8750844680851062,48.58348627659574,31.9,78
78034,Auteuil,1.82011,48.84198677419355,47.7,78
78084,Boissy-sans-Avoir,1.7958245161290323,48.82018225806451,40.3,78
78140,Chapet,1.9368415625,48.96677,31.7,78
78246,Fontenay-Saint-Père,1.7540778378378379,49.03068189189189,55.4,78
78290,Guernes,1.6430866666666668,49.018522380952376,67.5,78
78299,Hardricourt,1.8840571428571429,49.012262500000006,47.2,78
78314,Issou,1.7908167857142858,48.98692142857143,31.9,78
78451,Nézel,1.839641818181818,48.94165454545455,40.7,78
78501,Porcheville,1.766492272727273,48.973834545454544,24.9,78
78005,Achères,2.1050932835820895,48.973794925373134,52.2,78
78010,Les Alluets-le-Roi,1.9109711904761906,48.9139919047619,58.5,78
78013,Andelu,1.8132633333333334,48.886113333333334,48.9,78
78015,Andrésy,2.0503262,48.980479599999995,42.3,78
78020,Arnouville-lès-Mantes,1.7212811320754717,48.911334528301886,50.4,78
78029,Aubergenville,1.8470439285714286,48.96283571428571,32.8,78
78031,Auffreville-Brasseuil,1.7057514814814814,48.95519518518518,38.1,78
78033,Aulnay-sur-Mauldre,1.8411925,48.930147857142856,52.3,78
78036,Autouillet,1.7967396153846154,48.84395038461538,46.6,78
78043,Bailly,2.0767608108108107,48.83663621621621,35.0,78
78048,Bazainville,1.6671316981132076,48.81064886792453,50.7,78
78049,Bazemont,1.8761353658536584,48.93002853658537,53.4,78
78050,Bazoches-sur-Guyonne,1.8540272340425532,48.774888936170214,42.8,78
78053,Béhoust,1.7233084210526315,48.83237894736842,60.6,78
78062,Beynes,1.8696434375,48.8535190625,50.7,78
78070,Boinville-en-Mantois,1.74981125,48.929032,47.4,78
78072,Boinvilliers,1.6620603703703705,48.919729999999994,60.4,78
78073,Bois-d'Arcy,2.0220012,48.805556800000005,17.5,78
78092,Bougival,2.1368061904761904,48.86325214285714,35.5,78
78096,Bourdonné,1.6469390163934425,48.75578639344262,60.2,78
78104,Breuil-Bois-Robert,1.7142874358974358,48.945596153846154,41.4,78
78108,Les Bréviaires,1.8188314285714284,48.72352673469387,52.2,78
78113,Brueil-en-Vexin,1.812868536585366,49.02541853658536,36.7,78
78117,Buc,2.125574324324324,48.77311783783784,40.0,78
78118,Buchelay,1.6742720689655173,48.98302655172414,37.2,78
78123,Carrières-sous-Poissy,2.0283251612903226,48.9472835483871,39.8,78
78126,La Celle-Saint-Cloud,2.139221951219512,48.85127682926829,44.8,78
78138,Chanteloup-les-Vignes,2.0320796875,48.9760965625,35.8,78
78143,Châteaufort,2.0945606,48.7398128,30.0,78
78152,Chavenay,1.9818968292682926,48.84881170731707,46.3,78
78158,Le Chesnay-Rocquencourt,2.129508095238095,48.82843476190477,39.1,78
78163,Civry-la-Forêt,1.6164676086956522,48.863446304347825,61.5,78
78171,Condé-sur-Vesgre,1.6616929577464787,48.73300563380282,63.6,78
78172,Conflans-Sainte-Honorine,2.0963044444444443,48.999208055555556,43.7,78
78185,Courgent,1.65934,48.89602307692307,65.6,78
78189,Crespières,1.916158431372549,48.881478823529406,55.4,78
78192,Dammartin-en-Serve,1.6140637704918033,48.90744950819672,64.7,78
78196,Davron,1.94978875,48.8653921875,43.1,78
78202,Drocourt,1.7702576666666667,49.05314166666667,50.3,78
78206,Ecquevilly,1.9206617021276597,48.94962744680851,37.6,78
78217,Épône,1.8128346969696971,48.94667090909091,35.1,78
78227,Évecquemont,1.9411929411764708,49.01717147058824,51.6,78
78230,La Falaise,1.8253921875,48.937960000000004,40.0,78
78231,Favrieux,1.6415641666666667,48.945346666666666,55.5,78
78233,Feucherolles,1.976678163265306,48.879946734693874,46.8,78
78234,Flacourt,1.6449644827586207,48.932453448275865,60.4,78
78236,Flexanville,1.7422264150943394,48.855537735849055,52.3,78
78238,Flins-sur-Seine,1.872487804878049,48.96685414634146,17.5,78
78239,Follainville-Dennemont,1.7081033333333333,49.02449688888888,55.2,78
78242,Fontenay-le-Fleury,2.048179393939394,48.818179393939396,48.8,78
78245,Fontenay-Mauvoisin,1.648923142857143,48.96122257142857,51.8,78
78261,Gaillon-sur-Montcient,1.8980196875,49.0283778125,53.9,78
78262,Galluis,1.7904033333333333,48.79808757575758,45.9,78
78263,Gambais,1.6733416666666665,48.77656512820513,54.5,78
78264,Gambaiseuil,1.719098909090909,48.759221090909094,63.0,78
78265,Garancières,1.7598944897959183,48.8216706122449,53.7,78
78267,Gargenville,1.8112977272727273,48.99177590909091,31.4,78
78278,Goupillières,1.7643921875,48.87940875,51.8,78
78281,Goussonville,1.7669334210526315,48.925642894736846,49.4,78
78291,Guerville,1.7397987272727273,48.95267418181818,50.2,78
78296,Guitrancourt,1.779105641025641,49.00847769230769,38.6,78
78300,Hargeville,1.7454505555555555,48.89635333333334,56.5,78
78305,Herbeville,1.8887753846153845,48.903616410256404,54.3,78
78317,Jambville,1.846718125,49.050245625,50.0,78
78321,Jouars-Pontchartrain,1.9076274137931035,48.78740499999999,30.7,78
78322,Jouy-en-Josas,2.160362166666667,48.7628985,40.1,78
78324,Jouy-Mauvoisin,1.6457280769230769,48.974534999999996,42.8,78
78325,Jumeauville,1.7842048387096774,48.90797612903226,50.4,78
78327,Juziers,1.8400853333333331,49.001948666666664,48.5,78
78329,Lainville-en-Vexin,1.8160866666666668,49.060834871794874,57.9,78
78335,Limay,1.7401033333333333,48.99292261904762,41.9,78
78343,Les Loges-en-Josas,2.1396349999999997,48.76215166666666,35.0,78
78354,Magnanville,1.683088148148148,48.96767,38.3,78
78361,Mantes-la-Jolie,1.6963815151515151,48.99652090909091,39.4,78
78362,Mantes-la-Ville,1.7107953846153845,48.97383333333333,22.6,78
78364,Marcq,1.8248860606060606,48.86404,49.3,78
78368,Mareil-sur-Mauldre,1.8748058536585366,48.888830731707316,52.3,78
78380,Maule,1.8420164705882354,48.90995607843137,49.0,78
78381,Maulette,1.6120030645161292,48.78289951612903,50.1,78
78382,Maurecourt,2.0493506451612906,48.99781612903226,37.6,78
78384,Médan,1.9867703333333333,48.953033,42.0,78
78389,Méré,1.821137843137255,48.79411274509804,46.6,78
78391,Méricourt,1.6213926923076925,49.03558807692308,67.5,78
78397,Le Mesnil-Saint-Denis,1.9636835384615385,48.74022492307692,33.2,78
78398,Les Mesnuls,1.8331077777777776,48.755857500000005,50.1,78
78401,Meulan-en-Yvelines,1.9105013333333334,49.007936666666666,43.3,78
78402,Mézières-sur-Seine,1.7829484905660375,48.95041886792453,24.5,78
78403,Mézy-sur-Seine,1.8676355172413792,49.00466931034483,53.8,78
78404,Millemont,1.7271492307692309,48.808484615384614,49.9,78
78415,Montainville,1.8531865625,48.8800990625,53.4,78
78416,Montalet-le-Bois,1.8284381818181819,49.04546545454546,52.2,78
78417,Montchauvet,1.6296955737704917,48.89292918032787,67.0,78
78420,Montfort-l'Amaury,1.814360357142857,48.772220714285716,48.3,78
78431,Morainvilliers,1.9484585714285716,48.93419190476191,40.6,78
78437,Mousseaux-sur-Seine,1.6542723076923076,49.04923115384615,67.5,78
78439,Mulcent,1.651123870967742,48.879186129032256,66.5,78
78440,Les Mureaux,1.912569069767442,48.98359372093024,46.9,78
78442,Neauphle-le-Château,1.9035364,48.810918,43.6,78
78443,Neauphle-le-Vieux,1.86248679245283,48.81571075471698,45.9,78
78455,Noisy-le-Roi,2.0533878947368422,48.844936315789475,40.0,78
78460,Oinville-sur-Montcient,1.846913125,49.024055312499996,52.4,78
78465,Orgerus,1.6961480597014926,48.83595089552239,57.2,78
78466,Orgeval,1.9692556666666665,48.919351,28.9,78
78474,Orvilliers,1.6436737142857143,48.85745685714286,62.8,78
78475,Osmoy,1.718304782608696,48.863933478260876,56.9,78
78484,Perdreauville,1.6131900000000001,48.972466567164176,56.5,78
78498,Poissy,2.024033287671233,48.9226897260274,42.1,78
78505,Prunay-le-Temple,1.6705875,48.85859772727272,65.0,78
78513,La Queue-les-Yvelines,1.766335128205128,48.80327076923077,45.8,78
78518,Rennemoulin,2.042685,48.83317909090909,41.1,78
78520,Richebourg,1.6320472727272728,48.823977090909096,58.2,78
78531,Rosny-sur-Seine,1.6063503225806453,48.99578467741935,59.6,78
78536,Sailly,1.7925814814814816,49.045985925925926,52.6,78
78545,Saint-Cyr-l'École,2.064052857142857,48.80884571428572,32.1,78
78550,Saint-Germain-de-la-Grange,1.9032895,48.83393075,53.8,78
78561,Saint-Lambert,2.006629534883721,48.73271627906977,33.9,78
78562,Saint-Léger-en-Yvelines,1.7686537096774193,48.737124838709676,65.7,78
78565,Saint-Martin-des-Champs,1.7191134285714287,48.875895428571425,59.2,78
78567,Saint-Martin-la-Garenne,1.6702358620689657,49.033680000000004,55.0,78
78571,Saint-Nom-la-Bretèche,2.017660512820513,48.860040000000005,40.4,78
78576,Saint-Rémy-l'Honoré,1.8767798039215688,48.75002764705882,47.2,78
78588,Saulx-Marchais,1.8355445833333333,48.846326250000004,49.0,78
78591,Septeuil,1.679917,48.888422199999994,58.5,78
78597,Soindres,1.668978043478261,48.95381195652173,39.8,78
78605,Tacoignières,1.6650196774193549,48.83234129032258,63.1,78
78609,Tessancourt-sur-Aubette,1.9209046153846154,49.023049230769224,51.9,78
78615,Thiverval-Grignon,1.9301634375,48.84209078125,57.1,78
78616,Thoiry,1.7983245454545453,48.87081272727273,48.1,78
78620,Toussus-le-Noble,2.1185015625,48.7469309375,28.1,78
78623,Le Tremblay-sur-Mauldre,1.8769659459459458,48.78368891891892,45.7,78
78624,Triel-sur-Seine,2.0080041379310347,48.977938620689656,37.0,78
78638,Vaux-sur-Seine,1.9672975000000001,49.011058750000004,55.9,78
78640,Vélizy-Villacoublay,2.1990817073170734,48.78258512195122,59.4,78
78642,Verneuil-sur-Seine,1.964735625,48.982026562499996,58.8,78
78643,Vernouillet,1.9736465853658538,48.96661073170732,49.3,78
78646,Versailles,2.1267796923076925,48.80163753846154,42.3,78
78647,Vert,1.6826417647058824,48.94090470588235,42.3,78
78653,Vicq,1.8276684375,48.820885625,42.7,78
78672,Villennes-sur-Seine,1.9963415789473684,48.93803973684211,21.9,78
78677,Villette,1.6946240625,48.92491375,48.5,78
78681,Villiers-le-Mahieu,1.7719653333333332,48.854278666666666,52.5,78
78683,Villiers-Saint-Frédéric,1.882876923076923,48.820331025641025,51.7,78
78686,Viroflay,2.1707922580645165,48.80302193548387,56.9,78
78090,Bouafle,1.8973952380952381,48.960209761904764,24.9,78
78530,Rosay,1.6865109090909092,48.910409393939396,57.4,78
78606,Le Tartre-Gaudran,1.6029990625,48.6967075,50.6,78
78413,Mondreville,1.5539448571428571,48.90443114285714,55.3,78
78076,Boissets,1.5875483333333333,48.85870444444444,60.3,78
78194,Dannemarie,1.6072993333333334,48.76419433333333,55.8,78
78237,Flins-Neuve-Église,1.5782993333333333,48.89164066666667,61.5,78
78285,Gressey,1.6027771794871795,48.83393435897436,57.0,78
78310,Houdan,1.5980985507246377,48.79616782608696,53.8,78
78346,Longnes,1.5754157142857144,48.91987089285714,64.0,78
78528,Rolleboise,1.602216896551724,49.02011862068966,67.5,78
78608,Le Tertre-Saint-Denis,1.6057691304347828,48.9438,67.5,78
78618,Tilly,1.5740413333333334,48.87783911111111,51.9,78
91247,La Forêt-le-Roi,2.047296976744186,48.47618279069768,55.4,91
91553,Saint-Germain-lès-Corbeil,2.4908337037037036,48.6260862962963,29.6,91
91600,Soisy-sur-Seine,2.4649186666666667,48.65975433333333,48.6,91
91225,Étiolles,2.4821651219512195,48.645575853658535,27.6,91
91421,Montgeron,2.4594606382978723,48.69862170212766,51.7,91
91086,Bondoufle,2.3798141463414635,48.614622195121946,57.1,91
91589,Savigny-sur-Orge,2.3497328571428575,48.68509928571429,67.2,91
91135,Champcueil,2.4483119672131144,48.509231639344264,70.7,91
91179,Le Coudray-Montceaux,2.4856673333333332,48.5612585,41.7,91
91386,Mennecy,2.4368950000000003,48.559867000000004,53.1,91
91468,Ormoy,2.457601724137931,48.57491137931035,37.5,91
91021,Arpajon,2.2440455,48.58965175,59.5,91
91041,Avrainville,2.2447315789473685,48.55371684210527,54.0,91
91103,Brétigny-sur-Orge,2.303525892857143,48.600299285714286,69.8,91
91105,Breuillet,2.166899130434783,48.57373913043478,63.5,91
91115,Bruyères-le-Châtel,2.182494383561644,48.595613424657536,62.7,91
91156,Cheptainville,2.2746425,48.545681944444446,72.3,91
91207,Égly,2.2195110714285713,48.57890678571429,55.1,91
91292,Guibeville,2.274423103448276,48.56781896551724,61.5,91
91376,Marolles-en-Hurepoix,2.299199069767442,48.5643776744186,61.4,91
91457,La Norville,2.2656415,48.579794,68.0,91
91461,Ollainville,2.219960196078431,48.60487117647059,61.4,91
91494,Le Plessis-Pâté,2.342067906976744,48.605007441860465,50.8,91
91552,Saint-Germain-lès-Arpajon,2.265172888888889,48.59690888888889,57.2,91
91235,Fleury-Mérogis,2.36838,48.63386567567567,47.2,91
91333,Leuville-sur-Orge,2.268644347826087,48.61403565217392,56.0,91
91347,Longpont-sur-Orge,2.2865189189189192,48.63807108108108,58.2,91
91434,Morsang-sur-Orge,2.355645,48.658541250000006,59.9,91
91549,Sainte-Geneviève-des-Bois,2.3244117777777777,48.641022666666665,53.9,91
91570,Saint-Michel-sur-Orge,2.3148082352941177,48.63186,45.6,91
91667,Villemoisson-sur-Orge,2.329623076923077,48.66413307692308,55.4,91
91685,Villiers-sur-Orge,2.3003454999999997,48.6595475,54.1,91
91035,Authon-la-Plaine,1.9523145,48.4563055,59.2,91
91519,Richarville,2.0019924489795917,48.4693393877551,63.2,91
91022,Arrancourt,2.1527054545454547,48.326445909090914,63.9,91
91340,Lisses,2.4221108333333334,48.59390633333333,41.7,91
91114,Brunoy,2.50781,48.70066,50.8,91
91479,Paray-Vieille-Poste,2.3590178787878786,48.72347878787879,61.3,91
91687,Viry-Châtillon,2.3702565714285715,48.66818714285714,41.2,91
91374,Marolles-en-Beauce,2.208685813953488,48.36879046511628,53.8,91
91547,Saint-Escobille,1.956680425531915,48.42246723404255,72.3,91
91001,Abbéville-la-Rivière,2.189437702702703,48.34182716216217,62.6,91
91016,Angerville,2.006774456521739,48.306379456521746,58.5,91
91067,Blandy,2.258074358974359,48.321427692307694,69.0,91
91069,Boigneville,2.367347931034483,48.326504827586206,59.1,91
91075,Bois-Herpin,2.2408161904761905,48.37141904761905,60.4,91
91079,Boissy-la-Rivière,2.170633108108108,48.382663918918915,48.9,91
91081,Boissy-le-Sec,2.091959014084507,48.48476774647887,59.4,91
91098,Boutervilliers,2.0519684615384617,48.45540615384615,63.7,91
