code_insee,nom_commune,lon,lat,score_tension,dep
77077,Chambry,2.8871340425531917,48.99827021276596,63.2,77
77083,Champs-sur-Marne,2.5971455555555556,48.85252703703704,64.9,77
77085,Chanteloup-en-Brie,2.7393877272727276,48.85818636363637,68.2,77
77091,Les Chapelles-Bourbon,2.837790810810811,48.74456972972973,79.8,77
77094,Charmentray,2.781033611111111,48.951837499999996,60.8,77
77095,Charny,2.7546540425531916,48.970895744680845,70.7,77
77108,Chelles,2.59378359375,48.8820821875,76.9,77
77114,Chevry-Cossigny,2.6730708771929823,48.72091280701754,78.7,77
77118,Claye-Souilly,2.6812639705882355,48.94225044117647,61.0,77
77121,Collégien,2.677885625,48.8265371875,45.1,77
77123,Compans,2.656972162162162,48.987358108108104,64.9,77
77124,Conches-sur-Gondoire,2.7201305263157893,48.85850736842105,69.3,77
77125,Condé-Sainte-Libiaire,2.8353173076923075,48.89977538461539,91.6,77
77126,Congis-sur-Thérouanne,2.9794293103448277,49.01548551724138,82.6,77
77128,Couilly-Pont-aux-Dames,2.864950769230769,48.88219128205128,67.4,77
77130,Coulommes,2.927759090909091,48.8907896969697,74.3,77
77139,Courtry,2.600538695652174,48.91966782608696,56.1,77
77141,Coutevroult,2.8489074999999997,48.85364136363636,70.6,77
77142,Crécy-la-Chapelle,2.9248417647058824,48.85562823529411,70.6,77
77143,Crégy-lès-Meaux,2.8733538235294116,48.97618352941176,64.7,77
77144,Crèvecœur-en-Brie,2.907515666666667,48.75065366666667,86.9,77
77146,Croissy-Beaubourg,2.6495123333333335,48.814476,48.1,77
77150,Cuisy,2.7780988235294117,49.019584117647064,72.4,77
77153,Dammartin-en-Goële,2.676731666666667,49.05426383333334,64.6,77
77155,Dampmart,2.7428109677419354,48.894280967741935,93.0,77
77163,Douy-la-Ramée,2.8832495652173913,49.062380434782604,76.1,77
77169,Émerainville,2.60713696969697,48.82066393939394,53.4,77
77173,Étrépilly,2.9308574999999997,49.048020735294116,69.2,77
77177,Favières,2.7674792424242423,48.781225909090914,77.0,77
77193,Forfry,2.854504411764706,49.053146764705886,73.9,77
77196,Fresnes-sur-Marne,2.735088,48.943471,68.6,77
77199,Fublaines,2.94379972972973,48.93908513513513,86.3,77
77203,Germigny-l'Évêque,2.9579285416666665,48.98662791666666,68.5,77
77205,Gesvres-le-Chapitre,2.842036451612903,49.03322096774193,71.6,77
77209,Gouvernes,2.6920675862068966,48.85761310344827,60.0,77
77214,Gressy,2.6646825806451613,48.96610290322581,66.7,77
77221,Guermantes,2.7135608333333336,48.85232083333333,60.1,77
77225,La Haute-Maison,3.008311509433962,48.88410698113207,74.5,77
77229,La Houssaye-en-Brie,2.8662162264150943,48.75575320754717,86.0,77
77231,Isles-les-Meldeuses,3.0090378787878787,48.99835424242424,86.2,77
77232,Isles-lès-Villenoy,2.829413125,48.913735625,69.0,77
77233,Iverny,2.7889565384615387,48.997169615384614,66.9,77
77234,Jablines,2.76059,48.915327045454546,80.9,77
77237,Jossigny,2.763079069767442,48.831139302325575,62.3,77
77241,Juilly,2.7080609090909094,49.02132848484848,73.6,77
77243,Lagny-sur-Marne,2.7099605263157893,48.87183263157895,66.0,77
77248,Lesches,2.7925794594594593,48.914700270270274,69.7,77
77257,Lizy-sur-Ourcq,3.0201855555555555,49.03441055555555,79.1,77
77258,Lognes,2.633889565217391,48.83298695652174,52.9,77
77259,Longperrier,2.655765925925926,49.05208444444444,80.8,77
77264,Lumigny-Nesles-Ormeaux,2.954368148148148,48.72152580246913,73.2,77
77273,Marchémoret,2.753733846153846,49.05233692307692,65.0,77
77274,Marcilly,2.8811444897959184,49.03622000000001,66.3,77
77276,Mareuil-lès-Meaux,2.874049285714286,48.91857619047619,67.7,77
77282,Mauregard,2.5687062,49.026554,66.6,77
77283,May-en-Multien,3.0300547058823533,49.06923205882353,84.7,77
77284,Meaux,2.8954023333333336,48.95657583333333,65.9,77
77291,Le Mesnil-Amelot,2.5936481818181814,49.015297454545454,67.5,77
77292,Messy,2.6969079069767443,48.96704674418604,75.3,77
77294,Mitry-Mory,2.614830434782609,48.979067826086954,65.0,77
77300,Montceaux-lès-Meaux,2.9959490000000004,48.944659,76.7,77
77307,Montévrain,2.7537239393939394,48.86408818181818,74.4,77
77308,Montgé-en-Goële,2.7404160317460318,49.02686285714286,68.0,77
77309,Monthyon,2.8341915789473684,49.012642368421055,65.1,77
77315,Montry,2.8236329166666665,48.88665458333333,85.0,77
77318,Mortcerf,2.901428205128205,48.78416153846154,82.4,77
77330,Nanteuil-lès-Meaux,2.90117825,48.930307,70.6,77
77332,Nantouillet,2.70093,48.99967862068966,72.4,77
77335,Chauconin-Neufmontiers,2.8344459090909093,48.9704575,59.8,77
77336,Neufmoutiers-en-Brie,2.8274310606060604,48.77374712121212,84.2,77
77337,Noisiel,2.616231388888889,48.84661277777778,62.9,77
77344,Oissery,2.813191818181818,49.07017984848485,77.0,77
77349,Othis,2.649026612903226,49.08396854838709,80.3,77
77358,Penchard,2.8612573333333335,48.991228666666665,60.9,77
77363,Le Pin,2.6332562499999996,48.91578175,43.0,77
77364,Le Plessis-aux-Bois,2.768294705882353,49.003431176470585,72.5,77
77366,Le Plessis-l'Évêque,2.7925916129032258,49.00725806451613,63.9,77
77367,Le Plessis-Placy,2.9839275,49.053220714285715,82.4,77
77369,Poincy,2.923824666666667,48.973866666666666,63.7,77
77372,Pomponne,2.6742705405405403,48.886137567567566,57.1,77
77373,Pontault-Combault,2.612794927536232,48.78585043478261,64.7,77
77376,Précy-sur-Marne,2.7701578125,48.9333509375,80.2,77
77380,Puisieux,2.916390169491525,49.06166898305084,81.3,77
77382,Quincy-Voisins,2.8765168085106385,48.89942382978723,61.3,77
77390,Roissy-en-Brie,2.6558333333333333,48.78875407407408,74.0,77
77392,Rouvres,2.717608529411765,49.06393235294118,65.0,77
77408,Saint-Fiacre,2.952246785714286,48.923372500000006,71.0,77
77413,Saint-Germain-sur-Morin,2.8427374285714286,48.87405857142857,70.7,77
77420,Saint-Mard,2.6991272972972973,49.03951594594594,64.8,77
77427,Saint-Mesmes,2.7086545,48.98489025,75.9,77
77430,Saint-Pathus,2.786726136363636,49.074688181818175,78.5,77
77437,Saint-Soupplets,2.7971596,49.035781,75.3,77
77438,Saint-Thibault-des-Vignes,2.677907894736842,48.86149052631579,45.0,77
77443,Sancy,2.9602755172413793,48.88132724137931,74.7,77
77462,Thieux,2.6663724444444443,49.006456,71.1,77
77464,Thorigny-sur-Marne,2.711928787878788,48.894240606060606,82.2,77
77466,Tigeaux,2.897042727272727,48.82660212121212,82.3,77
77468,Torcy,2.6532,48.850642558139526,70.0,77
77474,Trilbardou,2.798895405405405,48.94688027027027,58.0,77
77475,Trilport,2.960615588235294,48.95519294117647,66.9,77
77479,Vaires-sur-Marne,2.6313327027027027,48.86897702702702,68.8,77
77483,Varreddes,2.927518181818182,49.004909090909095,66.9,77
77484,Vaucourtois,2.9557288461538462,48.899405,78.6,77
77498,Vignely,2.813213529411765,48.93147882352941,65.7,77
77505,Villemareuil,2.9803965853658534,48.921980975609756,72.4,77
77511,Villeneuve-sous-Dammartin,2.635065333333333,49.028308333333335,80.7,77
77513,Villenoy,2.850488076923077,48.943049615384616,59.5,77
77514,Villeparisis,2.6152694594594594,48.939213513513515,84.8,77
77515,Villeroy,2.7758497674418607,48.98600720930233,73.5,77
77517,Villevaudé,2.6622544,48.9133256,46.9,77
77521,Villiers-sur-Morin,2.867536888888889,48.85182022222222,70.7,77
77525,Vinantes,2.7383459375,49.003808125,75.3,77
77526,Vincy-Manœuvre,2.954624791666667,49.077206458333336,86.2,77
77529,Voulangis,2.8936694444444444,48.84231185185185,90.6,77
77269,Maincy,2.7050128205128208,48.55207512820513,85.3,77
77048,Bourron-Marlotte,2.699307380952381,48.33654285714286,58.8,77
77312,Montigny-sur-Loing,2.755672093023256,48.34044325581395,66.1,77
77485,Le Vaudoué,2.523426603773585,48.34585905660378,78.8,77
77145,Crisenoy,2.7438024074074074,48.60437759259259,75.0,77
77006,Arbonne-la-Forêt,2.5569111111111114,48.41421074074074,87.7,77
77007,Argentières,2.868958787878788,48.6520703030303,85.2,77
77010,Aubepierre-Ozouer-le-Repos,2.900646168224299,48.61827710280374,79.8,77
77014,Avon,2.7335183333333335,48.41198055555556,54.4,77
77029,Beauvoir,2.863439705882353,48.64360823529412,81.8,77
77031,Bernay-Vilbert,2.9294341538461537,48.675465230769234,65.2,77
77044,Bombon,2.8691260563380285,48.5676438028169,83.9,77
77053,Brie-Comte-Robert,2.616130760869565,48.68910130434783,72.9,77
77067,Cesson,2.5909237837837837,48.56640783783784,69.3,77
77079,Champagne-sur-Seine,2.8040883783783785,48.40595675675675,68.5,77
77081,Champdeuil,2.729694193548387,48.62126451612903,77.3,77
77082,Champeaux,2.8134446376811595,48.590093188405795,89.0,77
77086,La Chapelle-Gauthier,2.858929081632653,48.53172704081633,80.2,77
77089,La Chapelle-Rablais,2.962676935483871,48.50692274193548,82.9,77
77100,Le Châtelet-en-Brie,2.799641898734177,48.50160696202531,83.2,77
