code_insee,nom_commune,dep,epci_siren,epci_nom,epci_nature,pop_commune,apl_generaliste,densite_cardio_100k,densite_dermato_100k,densite_ophtalmo_100k,densite_gyneco_100k,age_moyen_medecin,t_generaliste,tension_specialistes,t_age,score_tension,rang_epci_pct
75056,Paris,75,200054781,Métropole du Grand Paris,METRO,2113705,4.9569494503268805,15.848947700838103,14.760810993019366,17.64673878332123,25.35831632134096,51.7,0.0,0.0,0.5135135135135147,17.1,0.01
77001,Achères-la-Forêt,77,200072346,CA du Pays de Fontainebleau,CA,1183,1.693,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.788648479147068,0.8591162424904532,0.9189189189189197,85.6,0.96
77002,Amillis,77,200090504,CA Coulommiers Pays de Brie,CA,821,2.694,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.4747569771088116,0.8591162424904532,0.9189189189189197,75.1,0.08
77003,Amponville,77,200023240,CC Pays de Nemours,CC,351,1.614,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.8134211351520853,0.8591162424904532,0.9189189189189197,86.4,1.0
77004,Andrezel,77,200070779,CC Brie des Rivières et Châteaux,CC,324,1.413,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.876450297899028,0.8591162424904532,0.9189189189189197,88.5,0.87
77005,Annet-sur-Marne,77,200033090,CC Plaines et Monts de France,CC,3329,2.466,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.546252743806836,0.8591162424904532,0.9189189189189197,77.5,0.45
77006,Arbonne-la-Forêt,77,200072346,CA du Pays de Fontainebleau,CA,1007,1.356,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.894324239573534,0.8591162424904532,0.9189189189189197,89.1,1.0
77007,Argentières,77,200070779,CC Brie des Rivières et Châteaux,CC,352,1.513,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.8450925054876137,0.8591162424904532,0.9189189189189197,87.4,0.69
77008,Armentières-en-Brie,77,247700065,CC du Pays de l'Ourcq,CC,1196,1.426,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.8723737848855442,0.8591162424904532,0.9189189189189197,88.3,0.86
77009,Arville,77,200023919,CC Gâtinais Val de Loing,CC,140,1.941,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.7108811539667608,0.8591162424904532,0.9189189189189197,83.0,0.45
77010,Aubepierre-Ozouer-le-Repos,77,247700701,CC Brie Nangissienne,CC,965,1.861,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.7359673878958921,0.8591162424904532,0.9189189189189197,83.8,0.2
77011,Aufferville,77,200023919,CC Gâtinais Val de Loing,CC,482,2.93,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.400752587017874,0.8591162424904532,0.9189189189189197,72.6,0.05
77012,Augers-en-Brie,77,200037133,CC du Provinois,CC,275,0.546,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,1.0,0.8591162424904532,0.9189189189189197,92.6,0.94
77013,Aulnoy,77,200090504,CA Coulommiers Pays de Brie,CA,363,2.661,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.48510504860457826,0.8591162424904532,0.9189189189189197,75.4,0.11
77014,Avon,77,200072346,CA du Pays de Fontainebleau,CA,13526,3.481,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.22797115083098163,0.8591162424904532,0.9189189189189197,66.9,0.04
77015,Baby,77,200040251,CC Bassée-Montois,CC,112,1.247,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.9285042333019755,0.8591162424904532,0.9189189189189197,90.2,0.79
77016,Bagneaux-sur-Loing,77,200023240,CC Pays de Nemours,CC,1582,2.208,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.6271558482282847,0.8591162424904532,0.9189189189189197,80.2,0.62
77018,Bailly-Romainvilliers,77,247700339,CA Val d'Europe Agglomération,CA,7049,2.297,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.5992474129821261,0.8591162424904532,0.9189189189189197,79.2,0.55
77019,Balloy,77,200040251,CC Bassée-Montois,CC,351,1.026,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.997804954531201,0.8591162424904532,0.9189189189189197,92.5,1.0
77020,Bannost-Villegagnon,77,200037133,CC du Provinois,CC,658,1.443,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.8670429601756037,0.8591162424904532,0.9189189189189197,88.2,0.74
77021,Barbey,77,247700107,CC Pays de Montereau,CC,151,1.633,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.8074631545939166,0.8591162424904532,0.9189189189189197,86.2,0.76
77022,Barbizon,77,200072346,CA du Pays de Fontainebleau,CA,1265,2.239,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.6174349325807464,0.8591162424904532,0.9189189189189197,79.8,0.54
77023,Barcy,77,200072130,CA du Pays de Meaux,CA,375,3.127,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.338977735967388,0.8591162424904532,0.9189189189189197,70.6,0.15
77024,Bassevelle,77,200090504,CA Coulommiers Pays de Brie,CA,385,1.631,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.8080903104421449,0.8591162424904532,0.9189189189189197,86.2,0.91
77025,Bazoches-lès-Bray,77,200040251,CC Bassée-Montois,CC,889,1.193,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.9454374412041393,0.8591162424904532,0.9189189189189197,90.8,0.88
77026,Beauchery-Saint-Martin,77,200037133,CC du Provinois,CC,374,1.494,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.8510504860457824,0.8591162424904532,0.9189189189189197,87.6,0.67
77027,Beaumont-du-Gâtinais,77,200023919,CC Gâtinais Val de Loing,CC,1136,1.792,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.757604264659768,0.8591162424904532,0.9189189189189197,84.5,0.6
77029,Beauvoir,77,200070779,CC Brie des Rivières et Châteaux,CC,185,1.732,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.7764189401066166,0.8591162424904532,0.9189189189189197,85.1,0.48
77030,Bellot,77,200072544,CC des Deux Morin,CC,776,0.84,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,1.0,0.8591162424904532,0.9189189189189197,92.6,0.9
77031,Bernay-Vilbert,77,200072874,CC Val Briard,CC,991,2.789,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.444967074317968,0.8591162424904532,0.9189189189189197,74.1,0.05
77032,Beton-Bazoches,77,200037133,CC du Provinois,CC,912,1.781,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.7610536218250236,0.8591162424904532,0.9189189189189197,84.6,0.56
77033,Bezalles,77,200037133,CC du Provinois,CC,224,1.384,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.8855440576983381,0.8591162424904532,0.9189189189189197,88.8,0.77
77034,Blandy,77,200070779,CC Brie des Rivières et Châteaux,CC,769,1.519,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.843211037942929,0.8591162424904532,0.9189189189189197,87.4,0.69
77035,Blennes,77,247700107,CC Pays de Montereau,CC,546,1.183,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.9485732204452807,0.8591162424904532,0.9189189189189197,90.9,0.9
77036,Boisdon,77,200037133,CC du Provinois,CC,135,1.467,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.8595170899968643,0.8591162424904532,0.9189189189189197,87.9,0.72
77037,Bois-le-Roi,77,200072346,CA du Pays de Fontainebleau,CA,6026,2.548,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.5205393540294764,0.8591162424904532,0.9189189189189197,76.6,0.35
77038,Boissettes,77,247700057,CA Melun Val de Seine,CA,432,2.088,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.6647851991219818,0.8591162424904532,0.9189189189189197,81.4,0.6
77039,Boissise-la-Bertrand,77,247700057,CA Melun Val de Seine,CA,1194,2.363,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.5785512699905927,0.8591162424904532,0.9189189189189197,78.6,0.2
77040,Boissise-le-Roi,77,247700057,CA Melun Val de Seine,CA,3828,1.729,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.777359673878959,0.8591162424904532,0.9189189189189197,85.2,0.75
77041,Boissy-aux-Cailles,77,200072346,CA du Pays de Fontainebleau,CA,274,1.829,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.7460018814675448,0.8591162424904532,0.9189189189189197,84.1,0.88
77042,Boissy-le-Châtel,77,200090504,CA Coulommiers Pays de Brie,CA,3313,2.015,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.6876763875823142,0.8591162424904532,0.9189189189189197,82.2,0.7
77043,Boitron,77,200072544,CC des Deux Morin,CC,326,1.154,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.9576669802445908,0.8591162424904532,0.9189189189189197,91.2,0.68
77044,Bombon,77,200070779,CC Brie des Rivières et Châteaux,CC,936,1.595,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.819379115710254,0.8591162424904532,0.9189189189189197,86.6,0.58
77045,Bougligny,77,200023919,CC Gâtinais Val de Loing,CC,730,2.121,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.6544371276262151,0.8591162424904532,0.9189189189189197,81.1,0.22
77046,Boulancourt,77,200023240,CC Pays de Nemours,CC,341,1.952,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.7074317968015053,0.8591162424904532,0.9189189189189197,82.8,0.95
77047,Bouleurs,77,200090504,CA Coulommiers Pays de Brie,CA,1731,2.515,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.530887425525243,0.8591162424904532,0.9189189189189197,77.0,0.26
77048,Bourron-Marlotte,77,200072346,CA du Pays de Fontainebleau,CA,2782,3.195,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.3176544371276263,0.8591162424904532,0.9189189189189197,69.9,0.08
77049,Boutigny,77,200072130,CA du Pays de Meaux,CA,850,2.01,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.6892442772028851,0.8591162424904532,0.9189189189189197,82.2,0.96
77050,Bransles,77,200023919,CC Gâtinais Val de Loing,CC,529,0.869,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,1.0,0.8591162424904532,0.9189189189189197,92.6,0.9
77051,Bray-sur-Seine,77,200040251,CC Bassée-Montois,CC,2378,1.561,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.8300407651301349,0.8591162424904532,0.9189189189189197,86.9,0.48
77052,Bréau,77,247700701,CC Brie Nangissienne,CC,371,1.716,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.7814361868924429,0.8591162424904532,0.9189189189189197,85.3,0.4
77053,Brie-Comte-Robert,77,247700644,CC l'Orée de la Brie,CC,18999,2.295,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.5998745688303544,0.8591162424904532,0.9189189189189197,79.3,0.75
77054,La Brosse-Montceaux,77,247700107,CC Pays de Montereau,CC,736,2.563,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.5158356851677641,0.8591162424904532,0.9189189189189197,76.5,0.33
77055,Brou-sur-Chantereine,77,200057958,CA Paris - Vallée de la Marne,CA,5094,3.103,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.3465036061461273,0.8591162424904532,0.9189189189189197,70.8,0.42
77056,Burcy,77,200023240,CC Pays de Nemours,CC,148,2.303,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.5973659454374413,0.8591162424904532,0.9189189189189197,79.2,0.57
77057,Bussières,77,200090504,CA Coulommiers Pays de Brie,CA,573,1.763,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.7666980244590782,0.8591162424904532,0.9189189189189197,84.8,0.87
77058,Bussy-Saint-Georges,77,247700594,CA Marne et Gondoire,CA,26334,3.35,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.26904985888993416,0.8591162424904532,0.9189189189189197,68.2,0.25
77059,Bussy-Saint-Martin,77,247700594,CA Marne et Gondoire,CA,728,3.4,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.2533709626842271,0.8591162424904532,0.9189189189189197,67.7,0.2
77060,Buthiers,77,200023240,CC Pays de Nemours,CC,771,2.145,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.6469112574474758,0.8591162424904532,0.9189189189189197,80.8,0.71
77061,Cannes-Écluse,77,247700107,CC Pays de Montereau,CC,2742,2.602,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.5036061461273127,0.8591162424904532,0.9189189189189197,76.1,0.29
77062,Carnetin,77,247700594,CA Marne et Gondoire,CA,457,1.976,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.6999059266227659,0.8591162424904532,0.9189189189189197,82.6,0.8
77063,La Celle-sur-Morin,77,200090504,CA Coulommiers Pays de Brie,CA,1246,1.907,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.7215428033866416,0.8591162424904532,0.9189189189189197,83.3,0.8
77065,Cély,77,200072346,CA du Pays de Fontainebleau,CA,1256,2.463,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.5471934775791785,0.8591162424904532,0.9189189189189197,77.5,0.38
77066,Cerneux,77,200037133,CC du Provinois,CC,277,0.75,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,1.0,0.8591162424904532,0.9189189189189197,92.6,0.94
77067,Cesson,77,200059228,CA Grand Paris Sud Seine Essonne Sénart,CA,11141,2.53,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.526183756663531,0.8591162424904532,0.9189189189189197,76.8,0.76
77068,Cessoy-en-Montois,77,200040251,CC Bassée-Montois,CC,213,1.883,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.7290686735653811,0.8591162424904532,0.9189189189189197,83.6,0.26
77069,Chailly-en-Bière,77,200072346,CA du Pays de Fontainebleau,CA,2172,2.233,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.6193164001254312,0.8591162424904532,0.9189189189189197,79.9,0.58
77070,Chailly-en-Brie,77,200090504,CA Coulommiers Pays de Brie,CA,1557,3.0,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.378802132329884,0.8591162424904532,0.9189189189189197,71.9,0.02
77071,Chaintreaux,77,200023919,CC Gâtinais Val de Loing,CC,831,1.579,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.8243963624960804,0.8591162424904532,0.9189189189189197,86.7,0.7
77072,Chalautre-la-Grande,77,200037133,CC du Provinois,CC,657,2.312,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.594543744120414,0.8591162424904532,0.9189189189189197,79.1,0.28
77073,Chalautre-la-Petite,77,200037133,CC du Provinois,CC,545,3.292,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.28723737848855446,0.8591162424904532,0.9189189189189197,68.8,0.03
77075,Chalifert,77,247700594,CA Marne et Gondoire,CA,1581,1.876,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.7312637190341801,0.8591162424904532,0.9189189189189197,83.6,0.85
77076,Chalmaison,77,200040251,CC Bassée-Montois,CC,758,1.852,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.7387895892129195,0.8591162424904532,0.9189189189189197,83.9,0.31
77077,Chambry,77,200072130,CA du Pays de Meaux,CA,1051,2.919,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.4042019441831295,0.8591162424904532,0.9189189189189197,72.7,0.27
77078,Chamigny,77,200090504,CA Coulommiers Pays de Brie,CA,1431,2.427,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.5584822828472875,0.8591162424904532,0.9189189189189197,77.9,0.43
77079,Champagne-sur-Seine,77,247700032,CC Moret Seine et Loing,CC,6491,2.579,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.5108184383819379,0.8591162424904532,0.9189189189189197,76.3,0.44
77080,Champcenest,77,200037133,CC du Provinois,CC,197,1.759,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.7679523361555347,0.8591162424904532,0.9189189189189197,84.9,0.59
77081,Champdeuil,77,200070779,CC Brie des Rivières et Châteaux,CC,735,2.016,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.6873628096582001,0.8591162424904532,0.9189189189189197,82.2,0.26
77082,Champeaux,77,200070779,CC Brie des Rivières et Châteaux,CC,814,1.273,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.920351207275008,0.8591162424904532,0.9189189189189197,89.9,0.95
77083,Champs-sur-Marne,77,200057958,CA Paris - Vallée de la Marne,CA,26661,2.811,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.43806835998745697,0.8591162424904532,0.9189189189189197,73.9,0.67
77084,Changis-sur-Marne,77,200090504,CA Coulommiers Pays de Brie,CA,1352,2.139,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.6487927249921607,0.8591162424904532,0.9189189189189197,80.9,0.67
77085,Chanteloup-en-Brie,77,247700594,CA Marne et Gondoire,CA,4166,2.597,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.5051740357478833,0.8591162424904532,0.9189189189189197,76.1,0.6
77086,La Chapelle-Gauthier,77,247700701,CC Brie Nangissienne,CC,1398,1.835,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.7441204139228599,0.8591162424904532,0.9189189189189197,84.1,0.25
77087,La Chapelle-Iger,77,200072874,CC Val Briard,CC,191,1.566,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.8284728755095642,0.8591162424904532,0.9189189189189197,86.9,0.88
77088,La Chapelle-la-Reine,77,200072346,CA du Pays de Fontainebleau,CA,2236,2.18,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.6359360301034807,0.8591162424904532,0.9189189189189197,80.5,0.69
77089,La Chapelle-Rablais,77,247700701,CC Brie Nangissienne,CC,907,1.661,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.7986829727187206,0.8591162424904532,0.9189189189189197,85.9,0.55
77090,La Chapelle-Saint-Sulpice,77,200037133,CC du Provinois,CC,239,2.404,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.5656945751019129,0.8591162424904532,0.9189189189189197,78.1,0.26
77091,Les Chapelles-Bourbon,77,200072874,CC Val Briard,CC,464,1.861,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.7359673878958921,0.8591162424904532,0.9189189189189197,83.8,0.57
77093,La Chapelle-Moutils,77,200072544,CC des Deux Morin,CC,405,0.543,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,1.0,0.8591162424904532,0.9189189189189197,92.6,0.9
77094,Charmentray,77,200033090,CC Plaines et Monts de France,CC,294,3.072,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.3562245217936657,0.8591162424904532,0.9189189189189197,71.1,0.15
77095,Charny,77,200033090,CC Plaines et Monts de France,CC,1584,2.441,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.5540921919096897,0.8591162424904532,0.9189189189189197,77.7,0.5
77096,Chartrettes,77,200072346,CA du Pays de Fontainebleau,CA,2593,2.187,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.6337409846346818,0.8591162424904532,0.9189189189189197,80.4,0.65
77097,Chartronges,77,200072544,CC des Deux Morin,CC,302,1.704,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.7851991219818125,0.8591162424904532,0.9189189189189197,85.4,0.4
77098,Châteaubleau,77,247700701,CC Brie Nangissienne,CC,363,2.033,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.6820319849482597,0.8591162424904532,0.9189189189189197,82.0,0.08
77099,Château-Landon,77,200023919,CC Gâtinais Val de Loing,CC,3150,1.457,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.8626528692380057,0.8591162424904532,0.9189189189189197,88.0,0.75
77100,Le Châtelet-en-Brie,77,200070779,CC Brie des Rivières et Châteaux,CC,4231,1.639,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.8055816870492318,0.8591162424904532,0.9189189189189197,86.1,0.52
77101,Châtenay-sur-Seine,77,200040251,CC Bassée-Montois,CC,1049,1.491,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.8519912198181248,0.8591162424904532,0.9189189189189197,87.7,0.55
77102,Châtenoy,77,200023240,CC Pays de Nemours,CC,157,2.92,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.4038883662590155,0.8591162424904532,0.9189189189189197,72.7,0.26
77103,Châtillon-la-Borde,77,200070779,CC Brie des Rivières et Châteaux,CC,224,1.871,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.7328316086547508,0.8591162424904532,0.9189189189189197,83.7,0.42
77104,Châtres,77,200072874,CC Val Briard,CC,712,2.003,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.691439322671684,0.8591162424904532,0.9189189189189197,82.3,0.48
77106,Chauffry,77,200090504,CA Coulommiers Pays de Brie,CA,1004,2.145,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.6469112574474758,0.8591162424904532,0.9189189189189197,80.8,0.65
77107,Chaumes-en-Brie,77,200070779,CC Brie des Rivières et Châteaux,CC,3452,1.903,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.7227971150830982,0.8591162424904532,0.9189189189189197,83.4,0.39
77108,Chelles,77,200057958,CA Paris - Vallée de la Marne,CA,54372,2.044,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.678582627783004,0.8591162424904532,0.9189189189189197,81.9,1.0
77109,Chenoise-Cucharmoy,77,200037133,CC du Provinois,CC,1629,2.094,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.662903731577297,0.8591162424904532,0.9189189189189197,81.4,0.46
77110,Chenou,77,200023919,CC Gâtinais Val de Loing,CC,295,2.001,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.6920664785199122,0.8591162424904532,0.9189189189189197,82.3,0.32
77111,Chessy,77,247700339,CA Val d'Europe Agglomération,CA,7242,2.301,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.5979931012856694,0.8591162424904532,0.9189189189189197,79.2,0.55
77112,Chevrainvilliers,77,200023240,CC Pays de Nemours,CC,255,2.92,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.4038883662590155,0.8591162424904532,0.9189189189189197,72.7,0.26
77113,Chevru,77,200090504,CA Coulommiers Pays de Brie,CA,1026,2.455,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.5497021009720916,0.8591162424904532,0.9189189189189197,77.6,0.33
77114,Chevry-Cossigny,77,247700644,CC l'Orée de la Brie,CC,4019,1.926,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.7155848228284729,0.8591162424904532,0.9189189189189197,83.1,1.0
77115,Chevry-en-Sereine,77,247700107,CC Pays de Montereau,CC,504,1.128,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.9658200062715585,0.8591162424904532,0.9189189189189197,91.5,1.0
77116,Choisy-en-Brie,77,200072544,CC des Deux Morin,CC,1331,2.137,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.6494198808403888,0.8591162424904532,0.9189189189189197,80.9,0.19
77117,Citry,77,200090504,CA Coulommiers Pays de Brie,CA,924,1.479,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.8557541549074945,0.8591162424904532,0.9189189189189197,87.8,0.96
77118,Claye-Souilly,77,200055655,CA Roissy Pays de France,CA,12381,3.054,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.36186892442772034,0.8591162424904532,0.9189189189189197,71.3,0.38
77119,Clos-Fontaine,77,247700701,CC Brie Nangissienne,CC,235,1.577,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.8250235183443086,0.8591162424904532,0.9189189189189197,86.8,0.6
77120,Cocherel,77,247700065,CC du Pays de l'Ourcq,CC,619,1.944,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.7099404201944184,0.8591162424904532,0.9189189189189197,82.9,0.27
77121,Collégien,77,247700594,CA Marne et Gondoire,CA,3332,4.073,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.04233301975540915,0.8591162424904532,0.9189189189189197,60.7,0.15
77122,Combs-la-Ville,77,200059228,CA Grand Paris Sud Seine Essonne Sénart,CA,22712,2.692,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.47538413295703985,0.8591162424904532,0.9189189189189197,75.1,0.65
77123,Compans,77,200055655,CA Roissy Pays de France,CA,821,2.81,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.4383819379115711,0.8591162424904532,0.9189189189189197,73.9,0.54
77124,Conches-sur-Gondoire,77,247700594,CA Marne et Gondoire,CA,1751,2.527,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.5271244904358734,0.8591162424904532,0.9189189189189197,76.8,0.65
77125,Condé-Sainte-Libiaire,77,200090504,CA Coulommiers Pays de Brie,CA,1470,1.104,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.9733458764502979,0.8591162424904532,0.9189189189189197,91.7,1.0
77126,Congis-sur-Thérouanne,77,247700065,CC du Pays de l'Ourcq,CC,1776,1.68,4.819612241539687,1.1704772586596384,4.8884638449902535,4.6819090346385535,53.2,0.7927249921605519,0.8591162424904532,0.9189189189189197,85.7,0.59
